,SA,Turn Taking,Time,Total,Simulation,Total Turns,Total Turns 1,Total Turns 2,Total Turns 3,Total Turns 4
0,,1,00:01:11.369000,does anyone see any fires?,0,127,35,27,28,37
1,,4,00:01:40.555000,Fires in northern middle section,0,127,35,27,28,37
2,,4,00:03:25.659000,I'll stick to the left of the screen below the vehicles,0,127,35,27,28,37
3,,3,00:03:57.904000,i'll take the lower right,0,127,35,27,28,37
4,,2,00:04:56.629000,what if the trucks do the middle and the planes on the outside because there faster,0,127,35,27,28,37
5,,3,00:05:09.553000,okay,0,127,35,27,28,37
6,,4,00:05:12.239000,Sounds good to me,0,127,35,27,28,37
7,,4,00:06:36.899000,Anyone see anything? haha,0,127,35,27,28,37
8,,2,00:06:50.363000,no i was just about to ask that lol,0,127,35,27,28,37
9,,3,00:07:15.545000,me too it's only 10 minutes right?,0,127,35,27,28,37
10,,4,00:07:31.997000,Pretty sure we killed that village up top :(,0,127,35,27,28,37
11,,1,00:07:40.428000,maybe the trucks should try and stay close to the water towers,0,127,35,27,28,37
12,,2,00:08:38.502000,yes that a great idea because we the trucks are slow!!,0,127,35,27,28,37
13,,3,00:08:49.936000,agreed,0,127,35,27,28,37
14,3.0,1,00:09:29.453000,seriously I can feel that a bomb is about to go off...,0,127,35,27,28,37
15,,4,00:09:35.089000,30 seconds you guys we got this!,0,127,35,27,28,37
16,,4,00:00:21.553000,I got town on the left right now,1,127,35,27,28,37
17,,3,00:00:39.369000,so trucks stay at the top near the water towers?,1,127,35,27,28,37
18,6.0,4,00:00:41.915000,Let me know if there are problem areas elsewhere,1,127,35,27,28,37
19,,1,00:00:57.493000,Ive got flybys,1,127,35,27,28,37
20,,2,00:01:08.506000,ok im the truck on the right by the water tower,1,127,35,27,28,37
21,,1,00:01:24.869000,blazes in the woods out of control,1,127,35,27,28,37
22,,1,00:01:54.389000,south side,1,127,35,27,28,37
23,,2,00:03:12.546000,how we looking??,1,127,35,27,28,37
24,,1,00:03:26.359000,good so far the townsfolk are safe,1,127,35,27,28,37
25,,4,00:03:40.073000,This map is like all forest lol,1,127,35,27,28,37
26,,3,00:03:59.985000,and the forest burns faster than anything!,1,127,35,27,28,37
27,,2,00:04:31.096000,yes the town on the right side hasnt had any fires just the forest,1,127,35,27,28,37
28,,2,00:05:20.721000,does any one use win direction,1,127,35,27,28,37
29,,4,00:05:31.232000,I dunno how its supposed to help,1,127,35,27,28,37
30,,1,00:05:38.316000,in the south,1,127,35,27,28,37
31,,1,00:06:07.057000,im in the upper atmosphere reconning whole area,1,127,35,27,28,37
32,,4,00:06:19.324000,east,1,127,35,27,28,37
33,,1,00:06:37.342000,central,1,127,35,27,28,37
