,Turn Taking,Time,Total,Simulation,SA,Total Turns,Total Turns 1,Total Turns 2,Total Turns 3,Total Turns 4
0,2,00:05:08.564000,anybody seeing anything?,0,,141,36,22,51,32
1,3,00:05:10.257000,how much water does the tank hold?,0,3.0,141,36,22,51,32
2,3,00:05:19.544000,nothing here,0,,141,36,22,51,32
3,1,00:05:21.487000,i dont see anything?,0,,141,36,22,51,32
4,2,00:05:25.040000,it seems to hold enough for a couple of fires.,0,3.0,141,36,22,51,32
5,2,00:05:42.861000,like 5-7,0,4.0,141,36,22,51,32
6,3,00:05:51.114000,helicopter is not fun. 50/50,0,4.0,141,36,22,51,32
7,1,00:05:59.693000,agreed haha,0,,141,36,22,51,32
8,2,00:06:12.756000,the helicopter only holds 50?,0,4.0,141,36,22,51,32
9,1,00:06:14.618000,still finding nothing,0,,141,36,22,51,32
10,3,00:06:28.465000,only 50. do i get like a fire and a half.... :(,0,4.0,141,36,22,51,32
11,3,00:06:43.561000,either that or i'm just terrible.,0,,141,36,22,51,32
12,2,00:06:55.290000,oh. The truck holds 100. but probably slower moving.,0,4.0,141,36,22,51,32
13,3,00:07:12.762000,my speed it like 100. makes sense.,0,4.0,141,36,22,51,32
14,2,00:07:25.682000,yeah the truck goes 60,0,4.0,141,36,22,51,32
15,3,00:07:39.084000,left,0,,141,36,22,51,32
16,2,00:09:05.599000,keep an eye on that town to the bottom right.,0,,141,36,22,51,32
17,3,00:09:24.088000,kk,0,,141,36,22,51,32
18,2,00:09:51.626000,10 seconds,0,,141,36,22,51,32
19,3,00:00:33.404000,the trucks are slower. they should linger in areas where lots of fires pop up.,1,,141,36,22,51,32
20,3,00:00:50.405000,the helicopters can make the trip faster between towers and cities.,1,,141,36,22,51,32
21,4,00:00:58.266000,sounds good.,1,,141,36,22,51,32
22,3,00:03:01.064000,how many players are in this game? how many trucks and how many helicopters?,1,3.0,141,36,22,51,32
23,3,00:03:07.572000,i'm one truck,1,4.0,141,36,22,51,32
24,1,00:03:12.056000,im a helicopter,1,4.0,141,36,22,51,32
