,SA,Turn Taking,Time,Total,Simulation,Total Turns,Total Turns 1,Total Turns 2,Total Turns 3,Total Turns 4
0,6.0,3,00:01:23.018000,let's do that the hilcopters get forests and fire engines get houses,0,152,34,14,49,55
1,,4,00:01:38.205000,sounds good,0,152,34,14,49,55
2,,1,00:01:52.345000,ok,0,152,34,14,49,55
3,,3,00:02:10.631000,one helicopter should get left large forest and the other one right large forest,0,152,34,14,49,55
4,,4,00:02:14.272000,there are houses in the lower right of the screen,0,152,34,14,49,55
5,3.0,3,00:03:08.877000,do we have any fire trucks?,0,152,34,14,49,55
6,3.0,4,00:03:50.076000,it doesnt look like it,0,152,34,14,49,55
7,,3,00:04:15.550000,ok we can do one helicopter take the upper house the other left forests  then right forest and finally lower houses,0,152,34,14,49,55
8,,1,00:04:32.125000,i will take the left forest,0,152,34,14,49,55
9,,3,00:04:55.460000,if you see a helicoper over a place then it's claim :),0,152,34,14,49,55
10,,4,00:04:56.348000,im watching the bottom right quadrant,0,152,34,14,49,55
11,,3,00:05:06.571000,i got right forest,0,152,34,14,49,55
12,,2,00:05:16.918000,ill take the upper houses,0,152,34,14,49,55
13,3.0,1,00:06:44.099000,how can you refuel?,0,152,34,14,49,55
14,,4,00:06:54.793000,fly over the water towers,0,152,34,14,49,55
15,,3,00:07:00.234000,you hover over the blue towers. yeah.,0,152,34,14,49,55
16,,3,00:07:11.593000,there are 3 towers,0,152,34,14,49,55
17,,3,00:07:51.054000,keep to your quadrants,0,152,34,14,49,55
18,,4,00:07:52.274000,fire on left side,0,152,34,14,49,55
19,,3,00:08:37.236000,ok so if your quadrant is fine help out someone else's  but keep an eye on yours,0,152,34,14,49,55
20,,4,00:09:15.126000,top left,0,152,34,14,49,55
21,,4,00:00:02.015000,make sure you select the right vehicle,1,152,34,14,49,55
22,,3,00:00:26.801000,firetrucks take houses helicopters forests?,1,152,34,14,49,55
23,,4,00:00:37.217000,sounds good,1,152,34,14,49,55
24,,2,00:00:43.209000,ok,1,152,34,14,49,55
25,,4,00:00:49.974000,there are houses lower left,1,152,34,14,49,55
26,,3,00:00:51.032000,i got top righ houses,1,152,34,14,49,55
27,,1,00:00:57.782000,i will take the upper middle forest,1,152,34,14,49,55
28,6.0,3,00:01:01.726000,you can zoom out completely to see everything,1,152,34,14,49,55
29,,4,00:01:03.716000,ok im houses lower left,1,152,34,14,49,55
30,,3,00:01:19.067000,forest fire!,1,152,34,14,49,55
31,6.0,3,00:01:26.192000,again help our if yours is fine,1,152,34,14,49,55
32,,2,00:01:47.308000,ill take the lower part of the forest,1,152,34,14,49,55
33,,4,00:02:48.801000,protect the buildings,1,152,34,14,49,55
34,,4,00:03:01.209000,the fire in the forest spreads too fast,1,152,34,14,49,55
35,,1,00:03:07.823000,yes,1,152,34,14,49,55
36,,1,00:03:14.650000,ks?,1,152,34,14,49,55
37,3.0,1,00:03:26.585000,where are the fie trucks?,1,152,34,14,49,55
38,,3,00:03:31.345000,top right,1,152,34,14,49,55
39,6.0,3,00:04:37.606000,i'm not sure what else we can do. everyone helps out if yorus if ine but don't go too far to forget your section...,1,152,34,14,49,55
40,,4,00:04:46.834000,yeah,1,152,34,14,49,55
41,,4,00:04:53.397000,fire lower left,1,152,34,14,49,55
