,SA,Turn Taking,Time,Total,Simulation,Total Turns,Total Turns 1,Total Turns 2,Total Turns 3,Total Turns 4
0,,1,00:02:06.666000,hello,0,180,62,59,38,21
1,,1,00:03:00.514000,anone home?,0,180,62,59,38,21
2,,1,00:03:11.347000,anyone* home?,0,180,62,59,38,21
3,,4,00:03:26.809000,sup?,0,180,62,59,38,21
4,,3,00:03:31.166000,yes indeed,0,180,62,59,38,21
5,,1,00:03:55.794000,our left forest is toast,0,180,62,59,38,21
6,,4,00:05:06.181000,i see... but i dont see anymore fires,0,180,62,59,38,21
7,6.0,1,00:05:29.700000,i can keep the bottom right part,0,180,62,59,38,21
8,5.0,2,00:05:58.648000,I'll guard the tiny forest at the top,0,180,62,59,38,21
9,5.0,1,00:06:28.789000,i'll also help the big forest if it needs it,0,180,62,59,38,21
10,5.0,4,00:06:35.205000,"ok, i'll gurad the rest of what has already been destroyed",0,180,62,59,38,21
11,,2,00:06:40.359000,lol,0,180,62,59,38,21
12,,1,00:06:41.967000,:),0,180,62,59,38,21
13,,1,00:07:16.570000,i thought this was california there are no fires!,0,180,62,59,38,21
14,,2,00:07:28.288000,seriously...,0,180,62,59,38,21
15,,1,00:07:41.105000,got it!,0,180,62,59,38,21
16,,2,00:07:44.929000,someone could burn some popcorn or something,0,180,62,59,38,21
17,,1,00:07:49.505000,AAAAAH!,0,180,62,59,38,21
18,,1,00:08:25.247000,all at once too...,0,180,62,59,38,21
19,,3,00:08:31.838000,haha,0,180,62,59,38,21
20,,2,00:08:32.228000,yep,0,180,62,59,38,21
21,6.0,2,00:00:36.482000,Who has what areas?,1,180,62,59,38,21
22,6.0,1,00:00:49,i have bottom right,1,180,62,59,38,21
23,6.0,3,00:00:53.371000,I got the village up top.,1,180,62,59,38,21
24,5.0,2,00:01:09.499000,ok.. I'll take the section of houses to the left and the immediate forest beside it,1,180,62,59,38,21
25,,2,00:02:47.132000,well that sucked,1,180,62,59,38,21
26,,1,00:02:52.060000,yep,1,180,62,59,38,21
27,,1,00:03:11.034000,it spread so quick...,1,180,62,59,38,21
28,,2,00:03:56.792000,if you catch it when it first starts its easier,1,180,62,59,38,21
29,4.0,3,00:05:23.769000,Yay! got one,1,180,62,59,38,21
30,,2,00:05:31.136000,Go team!,1,180,62,59,38,21
31,,3,00:06:08.081000,This feels like an old macintosh game from the 90s,1,180,62,59,38,21
32,,1,00:06:17.519000,probably is,1,180,62,59,38,21
33,,2,00:06:20.087000,haha seriously!,1,180,62,59,38,21
34,,2,00:08:20.068000,Well a bunch of people just died,1,180,62,59,38,21
35,,3,00:08:24.471000,We need FEMA in the northern village...like bad,1,180,62,59,38,21
36,,1,00:08:29.479000,i was about to say that,1,180,62,59,38,21
37,6.0,2,00:08:47.272000,I got top left.,1,180,62,59,38,21
38,4.0,1,00:09:06.248000,"you mean ""all that's"" left",1,180,62,59,38,21
39,,3,00:09:21.641000,haha.,1,180,62,59,38,21
40,,2,00:09:31.045000,survivors,1,180,62,59,38,21
41,,1,00:09:38.835000,GO LEFT,1,180,62,59,38,21
42,3.0,1,00:09:57.747000,got it,1,180,62,59,38,21
43,,3,00:10:22.323000,Maybe they're all empty..considering the housing bubble burst in the economy,1,180,62,59,38,21
44,,1,00:10:32.850000,i dont like that the middle is untouched,1,180,62,59,38,21
45,,2,00:10:42.396000,You can only hope,1,180,62,59,38,21
46,,1,00:10:42.460000,TOP RIGHT,1,180,62,59,38,21
47,,3,00:10:49.759000,the little cluster in the circle?,1,180,62,59,38,21
48,,1,00:11:17.984000,MIDDLE\,1,180,62,59,38,21
49,,2,00:12:10.410000,there goes the middle,1,180,62,59,38,21
50,,1,00:12:29.787000,called it,1,180,62,59,38,21
51,,3,00:12:42.361000,All that prime real estate :/,1,180,62,59,38,21
52,4.0,2,00:13:17.785000,I got switched to a truck?,1,180,62,59,38,21
53,6.0,1,00:13:34.615000,right click,1,180,62,59,38,21
54,6.0,1,00:13:44.391000,click the other one again,1,180,62,59,38,21
55,,2,00:14:20.269000,thanks bro,1,180,62,59,38,21
