,SA,Turn Taking,Time,Total,Simulation,Total Turns,Total Turns 1,Total Turns 2,Total Turns 3,Total Turns 4
0,,1,00:01:30.134000,Welcome!,0,148,37,40,41,30
1,,1,00:01:46.587000,I guess  everybody on the one fire,0,148,37,40,41,30
2,6.0,4,00:03:17.666000,Ill take care of the houses,0,148,37,40,41,30
3,,4,00:03:53.118000,and the field next to the houses,0,148,37,40,41,30
4,6.0,1,00:04:43.240000,Try to place your vehicles somewhere in the center... short way,0,148,37,40,41,30
5,6.0,2,00:05:02.244000,ok. I'll take the one under the vacant vehicles,0,148,37,40,41,30
6,,1,00:05:09.711000,looks good,0,148,37,40,41,30
7,,1,00:05:45.634000,Wind changed!,0,148,37,40,41,30
8,,3,00:06:29.780000,I guess we are pros,0,148,37,40,41,30
9,6.0,1,00:06:40.562000,Yes lt's have a coffee!,0,148,37,40,41,30
10,,4,00:07:30.507000,we have three min with no fires to put out....ha,0,148,37,40,41,30
11,,4,00:07:37.502000,jk,0,148,37,40,41,30
12,3.0,2,00:07:48.662000,The only thing I dont like is that my vehicle is moving very slowly!,0,148,37,40,41,30
13,,1,00:08:01.764000,yes... no race car!,0,148,37,40,41,30
14,6.0,3,00:08:04.169000,Mine too! give me a copter!,0,148,37,40,41,30
15,,1,00:08:27.820000,wind changed,0,148,37,40,41,30
16,,4,00:08:59.415000,might  be heading my way,0,148,37,40,41,30
17,,2,00:09:25.410000,Is this what real firemen do?,0,148,37,40,41,30
18,3.0,1,00:09:44.977000,guess not,0,148,37,40,41,30
19,6.0,4,00:00:00,I'll take the top part,1,148,37,40,41,30
20,6.0,1,00:00:08.704000,We are in... let's go,1,148,37,40,41,30
21,6.0,4,00:00:21.954000,bring on the fire,1,148,37,40,41,30
22,6.0,2,00:00:42.437000,I'll take the houses to the west and that part of the forest,1,148,37,40,41,30
23,6.0,3,00:01:06.198000,I got the houses to the east plus those woods.,1,148,37,40,41,30
24,6.0,1,00:01:23.026000,I'll take fire in south,1,148,37,40,41,30
25,,3,00:02:31.737000,far corner needs help,1,148,37,40,41,30
26,6.0,2,00:02:39.543000,I gotcha,1,148,37,40,41,30
27,,4,00:04:50.523000,wind changed,1,148,37,40,41,30
28,,1,00:04:55.958000,let's keep the position... good spread around,1,148,37,40,41,30
29,,3,00:05:04.411000,Is it better to be zoomed in or out looking for fires?,1,148,37,40,41,30
30,,2,00:05:12.821000,I second that emotion,1,148,37,40,41,30
31,,4,00:05:13.514000,out,1,148,37,40,41,30
32,,1,00:06:15.542000,good job...,1,148,37,40,41,30
33,,3,00:08:20.474000,well that sucked.,1,148,37,40,41,30
34,6.0,2,00:08:37.733000,Its good to spread out but we should help other places if they are getting to overwhelmmed,1,148,37,40,41,30
35,6.0,4,00:08:45.149000,if there is no fire in the area you are watching in go help others out who need it,1,148,37,40,41,30
36,,4,00:08:55.401000,yeah what 2 said,1,148,37,40,41,30
37,3.0,2,00:09:11.288000,great minds think alike,1,148,37,40,41,30
38,,1,00:09:13.670000,looks pretty dark in the forest,1,148,37,40,41,30
39,,3,00:09:27.331000,wind change,1,148,37,40,41,30
40,,2,00:10:58.891000,even though the screen looks like a peice of greens we're doing good!,1,148,37,40,41,30
41,,2,00:11:07.851000,burnt greens,1,148,37,40,41,30
42,,4,00:11:14.733000,i have two helicopters now,1,148,37,40,41,30
