,SA,Turn Taking,Time,Total,Simulation,Total Turns,Total Turns 1,Total Turns 2,Total Turns 3,Total Turns 4
0,,3.0,00:01:58.295000,Hi,0,135,19,43,35,38
1,,2.0,00:02:02.931000,hi,0,135,19,43,35,38
2,,2.0,00:02:12.066000,there is alot of fire,0,135,19,43,35,38
3,,3.0,00:03:33.621000,We have lost the entire forest,0,135,19,43,35,38
4,,4.0,00:04:16.123000,i dont know what i am doing how do you use the water?,0,135,19,43,35,38
5,6.0,3.0,00:04:29.022000,just put your vehicle over the fire,0,135,19,43,35,38
6,6.0,2.0,00:04:44.646000,just position yourself over the fire or the water tanks to use and refil,0,135,19,43,35,38
7,6.0,1.0,00:05:08.117000,anything left to do right now?,0,135,19,43,35,38
8,,3.0,00:05:18.784000,not that the moment,0,135,19,43,35,38
9,6.0,2.0,00:05:21.867000,we should take different areas like 2 top and 2 bot,0,135,19,43,35,38
10,6.0,3.0,00:05:40.965000,I will take the village on the bottom,0,135,19,43,35,38
11,,2.0,00:05:42.952000,i am assuming there are 4 of us right,0,135,19,43,35,38
12,6.0,2.0,00:05:49.289000,i will take upper left,0,135,19,43,35,38
13,6.0,4.0,00:06:08.304000,i have bottom right,0,135,19,43,35,38
14,6.0,1.0,00:06:23.553000,i take the big forest but might need some support,0,135,19,43,35,38
15,6.0,3.0,00:06:58.898000,I think the trucks move slower than the helicopters so they should probably be closer to the refueling station,0,135,19,43,35,38
16,,2.0,00:07:11.695000,yeah agreed,0,135,19,43,35,38
17,,1.0,00:07:25.620000,so trucks near the houses?,0,135,19,43,35,38
18,,3.0,00:07:30.648000,yeah,0,135,19,43,35,38
19,,1.0,00:07:58.544000,ok trucks near the houses and helicopters over the forests?,0,135,19,43,35,38
20,6.0,3.0,00:08:34.448000,yes so list what you real quick I am a helicopter so I will help with the big forest,0,135,19,43,35,38
21,,4.0,00:08:35.389000,i dont know what the crap is going on im one the fire and no water is comming out haha,0,135,19,43,35,38
22,,2.0,00:08:51.829000,where is the fire at?,0,135,19,43,35,38
23,,2.0,00:00:00,hello,1,135,19,43,35,38
24,,3.0,00:00:11.315000,Hi,1,135,19,43,35,38
25,6.0,3.0,00:00:26.114000,Helicopters need to cover the center forest,1,135,19,43,35,38
26,6.0,2.0,00:00:30.793000,so i believe that the helicopters should scout and look for fire and slowly hit some small fires while the fire engines chase the helicopter and put out the file while working in a sections,1,135,19,43,35,38
27,6.0,2.0,00:01:04.674000,helicopters will reduce the fire from spreading and fire trucks will finish the fire off,1,135,19,43,35,38
28,,4.0,00:03:29.044000,nice work,1,135,19,43,35,38
29,,4.0,00:03:41.347000,upper right,1,135,19,43,35,38
30,,2.0,00:03:47.439000,i think i should be a fire fighter now!,1,135,19,43,35,38
31,3.0,3.0,00:04:01.604000,this zoom is very backwards,1,135,19,43,35,38
32,3.0,2.0,00:04:22.465000,inverse for sure,1,135,19,43,35,38
33,,3.0,00:05:07.897000,top,1,135,19,43,35,38
34,,4.0,00:09:14.234000,damn,1,135,19,43,35,38
35,,1.0,00:09:22.520000,what?,1,135,19,43,35,38
36,,4.0,00:09:28.045000,we need fires,1,135,19,43,35,38
37,,1.0,00:09:34.945000,no we don't,1,135,19,43,35,38
38,6.0,3.0,00:09:43.266000,we need fullscreen,1,135,19,43,35,38
39,,2.0,00:09:51.498000,we are on a roll! we are like super fire fighters,1,135,19,43,35,38
40,6.0,2.0,00:10:01.572000,we need xbox remotes for this,1,135,19,43,35,38
41,,4.0,00:12:48.594000,shit,1,135,19,43,35,38
42,6.0,3.0,00:13:10.634000,well atleast we don't have to watch the bottom half of the map now,1,135,19,43,35,38
43,,2.0,00:13:17.864000,this is like fire fighting in colorados fires,1,135,19,43,35,38
44,,1.0,00:13:23.978000,what about the few houses,1,135,19,43,35,38
45,,4.0,00:14:45.975000,dang global warming,1,135,19,43,35,38
46,6.0,2.0,00:00:00,Alright now so the helicopters should be on the outside of fires and then the fire engines be on the inside of the fire since they are stronger,2,135,19,43,35,38
47,,4.0,00:00:30.022000,hello,2,135,19,43,35,38
48,,2.0,00:00:31.182000,also we should alternate as 1 vehicle in and then 1 vehicle out,2,135,19,43,35,38
49,6.0,4.0,00:00:45.668000,watch the windage,2,135,19,43,35,38
50,6.0,2.0,00:00:50.646000,that way we are constantly refueled in order to put fires out,2,135,19,43,35,38
51,,4.0,00:01:02.523000,i agree,2,135,19,43,35,38
52,6.0,3.0,00:01:04.142000,Should it not be the goal of everyone to be on the outside of fires? That way we prevent it from spreading farther?,2,135,19,43,35,38
53,,1.0,00:01:21.709000,correct,2,135,19,43,35,38
54,,2.0,00:01:28.123000,that would be useful considering the fact that the fire on the inside would smother itself,2,135,19,43,35,38
55,6.0,4.0,00:01:30.743000,yes start outside in the direction of the wind,2,135,19,43,35,38
56,,3.0,00:01:37.815000,agreed,2,135,19,43,35,38
57,,2.0,00:01:45.104000,i concure,2,135,19,43,35,38
58,,4.0,00:01:55.269000,are there just 3 of us?,2,135,19,43,35,38
59,,3.0,00:02:02.538000,no someone is 0,2,135,19,43,35,38
60,,4.0,00:02:09.033000,gotcha,2,135,19,43,35,38
61,,3.0,00:02:42.235000,Im not sure how effective it is to actually divide up the map given that there are so few of us,2,135,19,43,35,38
62,,1.0,00:02:51.104000,when houses and forests on fire protect houses first?,2,135,19,43,35,38
63,6.0,3.0,00:02:53.266000,it seems like it takes everyone to put out a fire,2,135,19,43,35,38
64,,4.0,00:02:59.162000,yeah im not convienced thats the best way,2,135,19,43,35,38
65,6.0,2.0,00:03:03.324000,i would say we move in a clockwise pattern or something like that,2,135,19,43,35,38
66,4.0,2.0,00:03:09.147000,always in pairs,2,135,19,43,35,38
67,,4.0,00:03:31.632000,truck and chopper or what?,2,135,19,43,35,38
68,6.0,3.0,00:03:38.608000,the only problem with that is that its hard to keep track fo who is who,2,135,19,43,35,38
69,,4.0,00:03:51.281000,True,2,135,19,43,35,38
70,,1.0,00:04:09.535000,so what if there are 2 fires in 2 different locations at the same time?,2,135,19,43,35,38
71,,2.0,00:04:24.913000,split up,2,135,19,43,35,38
72,,3.0,00:04:30.663000,yeah,2,135,19,43,35,38
73,6.0,4.0,00:04:33.713000,im guessing we are going have to wing some of this shit,2,135,19,43,35,38
74,,3.0,00:04:40.674000,also true,2,135,19,43,35,38
75,,2.0,00:05:02.613000,or save the monkeys in the forrest and then we need to have a clean escort for the villagers because this might turn to a stage 4 disaster,2,135,19,43,35,38
76,,2.0,00:05:23.686000,less causualties when no houses burn,2,135,19,43,35,38
77,,3.0,00:05:25.558000,we need a hurricane,2,135,19,43,35,38
78,,4.0,00:05:31.787000,yeah save homes first forget the damn monkeys,2,135,19,43,35,38
79,,1.0,00:05:35.880000,how about rain,2,135,19,43,35,38
80,,4.0,00:05:47.834000,idk maybe not it is california haha,2,135,19,43,35,38
81,,1.0,00:06:05.527000,strategy?,2,135,19,43,35,38
82,,2.0,00:06:25.835000,fire truck and helicopter,2,135,19,43,35,38
83,,2.0,00:06:34.889000,grouped then 2 in 2 out rotate,2,135,19,43,35,38
84,6.0,2.0,00:07:01.233000,if in 2 different locations then we will work in a circuit by using half water in 1 location then using the rest in the second location,2,135,19,43,35,38
85,,4.0,00:07:07.952000,i have 2 choppers right now anyone know why?,2,135,19,43,35,38
86,,3.0,00:07:21.438000,no but I want 2,2,135,19,43,35,38
87,3.0,3.0,00:07:30.778000,is anyone Elvis?,2,135,19,43,35,38
88,,1.0,00:08:01.444000,yes and I have a helicopter,2,135,19,43,35,38
89,3.0,1.0,00:08:14.290000,how many trucks?,2,135,19,43,35,38
90,,2.0,00:08:24.107000,2,2,135,19,43,35,38
91,,4.0,00:08:37.130000,i got 2 trucks and two chopper s haha,2,135,19,43,35,38
92,6.0,3.0,00:08:46.296000,how did you do that?,2,135,19,43,35,38
93,6.0,4.0,00:08:53.873000,i clicked and dragged,2,135,19,43,35,38
94,6.0,4.0,00:09:14.823000,right click first then select more,2,135,19,43,35,38
95,,2.0,00:09:32.327000,i am sticking with 1 just because i dont want to mess this data up,2,135,19,43,35,38
96,,1.0,00:09:36.491000,doesn't work,2,135,19,43,35,38
97,6.0,4.0,00:09:46.775000,well im rockin 4,2,135,19,43,35,38
98,6.0,3.0,00:10:10.905000,here we go,3,135,19,43,35,38
99,,4.0,00:10:49.121000,no wind,3,135,19,43,35,38
100,,1.0,00:10:57.463000,no fire,3,135,19,43,35,38
101,,2.0,00:11:05.776000,no earth,3,135,19,43,35,38
102,,2.0,00:11:12.351000,wind earth and fire,3,135,19,43,35,38
103,,4.0,00:11:31.251000,carbon emissions,3,135,19,43,35,38
104,,3.0,00:11:47.186000,i want this zoom to be pointer focused and no backwards,3,135,19,43,35,38
105,3.0,2.0,00:13:19.559000,my wind dial is gone off my screen,3,135,19,43,35,38
106,,3.0,00:13:42.307000,thats unfortunate,3,135,19,43,35,38
107,,4.0,00:14:29.931000,i say get to the middle then go,3,135,19,43,35,38
108,,2.0,00:16:06.442000,yeah that is working out for us,3,135,19,43,35,38
109,,4.0,00:16:24.311000,oh yeah,3,135,19,43,35,38
110,,2.0,00:17:13.568000,which way is the wind right now?,3,135,19,43,35,38
111,,3.0,00:17:18.417000,SE,3,135,19,43,35,38
112,,4.0,00:17:19.746000,none on mine,3,135,19,43,35,38
113,,3.0,00:17:41.344000,Save the children!,3,135,19,43,35,38
114,,4.0,00:18:08.320000,shit,3,135,19,43,35,38
115,,1.0,00:18:20.267000,lost them,3,135,19,43,35,38
116,,2.0,00:18:21.497000,well there goes my new house,3,135,19,43,35,38
117,,4.0,00:18:34.171000,its just california,3,135,19,43,35,38
118,,2.0,00:18:46.998000,they shouldnt build houses that burn so fast,3,135,19,43,35,38
119,,3.0,00:18:51.775000,haha,3,135,19,43,35,38
120,,4.0,00:19:02.638000,hippies smoken weed,3,135,19,43,35,38
121,,3.0,00:19:12.400000,we have actually done quite well given the number of arsonists in this forest,3,135,19,43,35,38
122,,1.0,00:19:30.024000,not over yet,3,135,19,43,35,38
123,,2.0,00:19:32.381000,there are a lot of people trying to burn this world out and we are like super heros,3,135,19,43,35,38
124,6.0,4.0,00:19:51.187000,reload,3,135,19,43,35,38
125,,3.0,00:19:52.376000,save the cheerleader save the world,3,135,19,43,35,38
126,,4.0,00:20:20.699000,cheat to bottom left because no tower,3,135,19,43,35,38
