,SA,Turn Taking,Time,Total,Simulation,Total Turns,Total Turns 1,Total Turns 2,Total Turns 3,Total Turns 4
0,6.0,1,00:01:50.470000,we need to divde the area so i can be easier,0,177,68,19,61,29
1,5.0,2,00:02:29.514000,i will take bottom right,0,177,68,19,61,29
2,,1,00:02:48.106000,there is nothing bottom left,0,177,68,19,61,29
3,6.0,4,00:03:07.311000,i got middle,0,177,68,19,61,29
4,6.0,3,00:03:16.090000,i can take the top trees/village.,0,177,68,19,61,29
5,6.0,1,00:04:01.414000,i think we can double up in a area due to the bottom left not having anything,0,177,68,19,61,29
6,5.0,4,00:04:20.413000,ok ill move down to bottom right',0,177,68,19,61,29
7,6.0,2,00:04:26.960000,i can help with middle right,0,177,68,19,61,29
8,5.0,1,00:04:38.424000,ill stay left middle,0,177,68,19,61,29
9,,3,00:04:45.316000,that poor forest in the middle left got screwed. lol,0,177,68,19,61,29
10,,1,00:04:57.549000,yes it did,0,177,68,19,61,29
11,,1,00:05:12.055000,call out if help is needed,0,177,68,19,61,29
12,,3,00:05:26.104000,help i've fallen and can't get up,0,177,68,19,61,29
13,,1,00:05:31.293000,lol,0,177,68,19,61,29
14,,1,00:05:59.791000,Smokey would be ashamed,0,177,68,19,61,29
15,,1,00:07:21.505000,dont forget you can zoom out,0,177,68,19,61,29
16,,4,00:09:14.717000,not seeing anything,0,177,68,19,61,29
17,,3,00:09:33.370000,new favorite game,0,177,68,19,61,29
18,,2,00:09:43.509000,they have popped up here and there,0,177,68,19,61,29
19,,3,00:09:50.116000,needs tanks,0,177,68,19,61,29
20,,3,00:00:14.345000,bottom right,1,177,68,19,61,29
21,5.0,2,00:00:18.034000,i will take top left,1,177,68,19,61,29
22,6.0,1,00:00:23.384000,split it up,1,177,68,19,61,29
23,,1,00:00:30.968000,top right,1,177,68,19,61,29
24,6.0,1,00:00:45.782000,if u need help call out,1,177,68,19,61,29
25,4.0,3,00:00:47.893000,by top left do you mean the trees or the houses?,1,177,68,19,61,29
26,4.0,2,00:01:04.652000,trees in top center,1,177,68,19,61,29
27,,1,00:01:10.730000,mid left fire,1,177,68,19,61,29
28,,2,00:01:20.978000,help,1,177,68,19,61,29
29,,1,00:01:25.180000,holy sjasdhajkdha,1,177,68,19,61,29
30,,3,00:01:28.026000,ok.,1,177,68,19,61,29
31,6.0,3,00:02:08.646000,then i've got that bottom lefty area place. plus casas.,1,177,68,19,61,29
32,,1,00:02:12.431000,top right help,1,177,68,19,61,29
33,,1,00:03:12.507000,has to be the hardest game ever,1,177,68,19,61,29
34,,3,00:03:18.484000,they're easier to put out if you look where the wind is blowing and cut them off on that side.,1,177,68,19,61,29
35,,3,00:03:27.084000,someone google some cheat codes,1,177,68,19,61,29
36,,1,00:04:20.170000,eah look at the wind and come from tht side,1,177,68,19,61,29
37,,1,00:04:31.725000,faster and less water,1,177,68,19,61,29
38,,1,00:06:04.399000,first of all who is starting these fires???,1,177,68,19,61,29
39,,3,00:06:43.423000,yo forreal and who the hell lives in the middle of the forest? like im just waiting for those peoples houses to go up. lol,1,177,68,19,61,29
40,,1,00:07:42.434000,my town is burning,1,177,68,19,61,29
41,,1,00:08:46.565000,well the population of town top right all died today,1,177,68,19,61,29
42,,1,00:09:10.115000,and in their memory let town mid left burn LOL,1,177,68,19,61,29
43,,1,00:09:46.944000,speak of the devil,1,177,68,19,61,29
44,4.0,3,00:10:26.141000,who's bottom right? i bet your bored af,1,177,68,19,61,29
45,4.0,4,00:10:35.967000,bottom right still good,1,177,68,19,61,29
46,,4,00:10:48.837000,yea,1,177,68,19,61,29
47,,3,00:10:51.233000,ATTABOY BOTTOM RIGHT KEEP IT UP,1,177,68,19,61,29
48,,1,00:10:58.211000,ROFL,1,177,68,19,61,29
49,,1,00:12:49.606000,LMAO BOTTOM RIGHT JUST GOT WHAT I CALL DESTORYED,1,177,68,19,61,29
50,,4,00:12:57.451000,haha yea,1,177,68,19,61,29
51,,3,00:13:02.313000,sucks to suck,1,177,68,19,61,29
52,,1,00:13:16.174000,at least we saved those two churches,1,177,68,19,61,29
53,,1,00:14:35.733000,midd top,1,177,68,19,61,29
54,,3,00:00:48.859000,HIEEEEE,2,177,68,19,61,29
55,,4,00:00:55.469000,sup,2,177,68,19,61,29
56,,2,00:01:00.186000,i thought we did pretty good,2,177,68,19,61,29
57,,3,00:01:09.170000,yeah me too.,2,177,68,19,61,29
58,,1,00:01:11.845000,well we asked if anyone needed help and we went on to help each other,2,177,68,19,61,29
59,,4,00:01:12.899000,yea saveed a few houses,2,177,68,19,61,29
60,,3,00:01:18.818000,#dreamteam,2,177,68,19,61,29
61,,1,00:01:36.520000,alot people died but we just got to keep on marching,2,177,68,19,61,29
62,,2,00:01:39.534000,smokey the bear would be proud,2,177,68,19,61,29
63,,4,00:01:39.669000,we could say srcew the trees and save the houses,2,177,68,19,61,29
64,,3,00:01:50.035000,yeah i wonder if they're worth more?,2,177,68,19,61,29
65,,1,00:01:53.651000,Marching thru the streets marching thru the trees,2,177,68,19,61,29
66,3.0,2,00:02:05.854000,are the helicopters faster?,2,177,68,19,61,29
67,4.0,3,00:02:07.265000,well we organized spatially right. just by area,2,177,68,19,61,29
68,,1,00:02:09.157000,ye,2,177,68,19,61,29
69,,4,00:02:09.199000,yea,2,177,68,19,61,29
