,SA,Turn Taking,Time,Total,Simulation,Total Turns,Total Turns 1,Total Turns 2,Total Turns 3,Total Turns 4
0,,2,00:04:19.204000,Where are all the fires? lol,0,103,21,28,25,29
1,,4,00:04:29.074000,narnia,0,103,21,28,25,29
2,6.0,1,00:04:34.989000,tag your it,0,103,21,28,25,29
3,,1,00:08:51.178000,ok we just burned a ton of that forest we need a game plan,0,103,21,28,25,29
4,,3,00:09:11.148000,do we stay on the same groups or switch up?,0,103,21,28,25,29
5,,2,00:09:12.458000,agreed,0,103,21,28,25,29
6,,2,00:09:19.684000,same i think,0,103,21,28,25,29
7,6.0,4,00:10:00,Ok i will stay on the bottom left,0,103,21,28,25,29
8,6.0,2,00:00:21.929000,i will take top right,1,103,21,28,25,29
9,6.0,3,00:00:26.596000,I will take the bottom left,1,103,21,28,25,29
10,6.0,4,00:00:28.590000,i'll go bottom right,1,103,21,28,25,29
11,6.0,1,00:00:35.864000,ill do upper left,1,103,21,28,25,29
12,6.0,3,00:01:04.776000,bring on the fire,1,103,21,28,25,29
13,,1,00:03:17.555000,everyone still alvie?,1,103,21,28,25,29
14,3.0,2,00:03:25.141000,if only these trucks would move faster,1,103,21,28,25,29
15,,3,00:03:57.533000,for real,1,103,21,28,25,29
16,,3,00:12:15.804000,help!,1,103,21,28,25,29
17,,1,00:12:40.321000,oh my gosh,1,103,21,28,25,29
18,,2,00:12:54.780000,the apocalypse,1,103,21,28,25,29
19,,4,00:12:59.166000,brutal,1,103,21,28,25,29
20,6.0,1,00:13:45.799000,we just burned half the forest in 15 seconds,1,103,21,28,25,29
21,6.0,4,00:14:09.477000,we didn't burn it cthulu burned it,1,103,21,28,25,29
22,,2,00:14:15.134000,there was nothing we could have done!,1,103,21,28,25,29
23,,4,00:00:33.085000,we didn't really ask for info we just seemed to work our areas,2,103,21,28,25,29
24,,3,00:00:36.170000,I think dividing the screen works well,2,103,21,28,25,29
25,,2,00:00:47.615000,agreed,2,103,21,28,25,29
26,,3,00:00:50.902000,but we need a way to call for reinforcement,2,103,21,28,25,29
27,,4,00:00:55.162000,with the exception of helo dude who being fast helped out all over,2,103,21,28,25,29
28,,2,00:01:10.363000,yeah 0 you were awesome,2,103,21,28,25,29
29,,3,00:01:15.293000,"maybe we should have  ""floater"" like that",2,103,21,28,25,29
30,3.0,1,00:01:32.990000,yeah i could get places fast but my wAter ran out real fast,2,103,21,28,25,29
31,3.0,4,00:01:39.022000,yeah that is what the helo is good for going all over,2,103,21,28,25,29
32,,3,00:01:54.596000,so maybe we divide the screen in half,2,103,21,28,25,29
33,,3,00:01:59.696000,and then have a floater,2,103,21,28,25,29
34,,3,00:02:11.371000,??,2,103,21,28,25,29
