,SA,Turn Taking,Time,Total,Simulation,Total Turns,Total Turns 1,Total Turns 2,Total Turns 3,Total Turns 4
0,6.0,3,00:01:38.671000,Don't be stealing my fire.,0,224,39,82,69,34
1,,2,00:01:48.520000,fire on the left,0,224,39,82,69,34
2,,2,00:02:49.940000,break :),0,224,39,82,69,34
3,,4,00:03:00.049000,No fire,0,224,39,82,69,34
4,,1,00:03:17.385000,the suspense is killing me,0,224,39,82,69,34
5,,2,00:03:24.385000,fire,0,224,39,82,69,34
6,,3,00:03:39.712000,where?,0,224,39,82,69,34
7,,2,00:03:49.101000,it was in the middle,0,224,39,82,69,34
8,6.0,2,00:03:59.131000,if you zoom out more you have a better view,0,224,39,82,69,34
9,,3,00:04:11.183000,Thank you!!!,0,224,39,82,69,34
10,,2,00:04:18.802000,your welcome !,0,224,39,82,69,34
11,,4,00:04:45.090000,well.....,0,224,39,82,69,34
12,6.0,2,00:04:52.505000,waiting...,0,224,39,82,69,34
13,,3,00:05:07.023000,this is the best game ever!,0,224,39,82,69,34
14,,2,00:05:09.378000,fire,0,224,39,82,69,34
15,,1,00:05:11.403000,it's always when you least expect it.,0,224,39,82,69,34
16,,2,00:05:30.326000,true story,0,224,39,82,69,34
17,,2,00:07:40.166000,fire again,0,224,39,82,69,34
18,,4,00:07:57.219000,fires,0,224,39,82,69,34
19,,3,00:09:57.378000,five seconds,0,224,39,82,69,34
20,,2,00:00:12.319000,lets go!,1,224,39,82,69,34
21,,3,00:00:19.333000,haha,1,224,39,82,69,34
22,,2,00:00:27.419000,this map somehow looks bigger,1,224,39,82,69,34
23,,3,00:00:35.406000,That's because it is.,1,224,39,82,69,34
24,,2,00:00:53.716000,shush!,1,224,39,82,69,34
25,,4,00:01:14.011000,fire,1,224,39,82,69,34
26,,2,00:01:14.119000,FiRE :D,1,224,39,82,69,34
27,,1,00:01:49.594000,that was fast,1,224,39,82,69,34
28,,3,00:02:26.060000,the forest is going to burn,1,224,39,82,69,34
29,6.0,2,00:02:38.660000,no we can do this!,1,224,39,82,69,34
30,,3,00:02:58.999000,good job guys.,1,224,39,82,69,34
31,,2,00:03:15.548000,3 minutes survived,1,224,39,82,69,34
32,,4,00:03:26.115000,someone should be at the top left,1,224,39,82,69,34
33,,3,00:03:40.255000,I guess I'll go there...,1,224,39,82,69,34
34,,3,00:03:56.846000,I'm the red fire truck.,1,224,39,82,69,34
35,4.0,2,00:04:14.381000,me too on the lower left,1,224,39,82,69,34
36,,3,00:04:26.094000,are you the pink one?,1,224,39,82,69,34
37,,1,00:04:28.037000,im a truck and helicopter,1,224,39,82,69,34
38,,3,00:04:36.700000,How can you be both?!,1,224,39,82,69,34
39,,2,00:04:37.790000,what?,1,224,39,82,69,34
40,,3,00:04:41.568000,jealous.,1,224,39,82,69,34
41,,2,00:04:42.234000,t both hahahah,1,224,39,82,69,34
42,4.0,4,00:04:42.983000,im the helicopter on the bottom right,1,224,39,82,69,34
43,,1,00:04:44.564000,i alternate,1,224,39,82,69,34
44,,3,00:04:52.324000,cheater,1,224,39,82,69,34
45,,2,00:04:54.106000,you selected both ! tztzt,1,224,39,82,69,34
46,,4,00:04:56.029000,fire,1,224,39,82,69,34
47,,1,00:05:03.113000,is it cheating?,1,224,39,82,69,34
48,,3,00:05:07.547000,probably not,1,224,39,82,69,34
49,,3,00:05:18.071000,who's going to get the middle?,1,224,39,82,69,34
50,,2,00:05:20.666000,dont know they said not to select all so 2 is ok,1,224,39,82,69,34
51,,2,00:05:28.705000,all of us together,1,224,39,82,69,34
52,,3,00:05:29.729000,yeah yeah whatever,1,224,39,82,69,34
53,,2,00:05:34.538000,forever,1,224,39,82,69,34
54,,3,00:05:40.728000,and ever,1,224,39,82,69,34
55,,4,00:05:46.355000,fireeee,1,224,39,82,69,34
56,4.0,3,00:06:06.831000,my section is kind of boring,1,224,39,82,69,34
57,,2,00:06:09.858000,and ever,1,224,39,82,69,34
58,,1,00:06:12.114000,lucky,1,224,39,82,69,34
59,,2,00:06:15.429000,mine too,1,224,39,82,69,34
60,,3,00:06:24.053000,"should we all cry about it""?",1,224,39,82,69,34
61,,2,00:06:33.795000,middle,1,224,39,82,69,34
62,,2,00:07:19.076000,the town too :o,1,224,39,82,69,34
63,,2,00:09:16.247000,is there no fire now or is mine frozen too ?,1,224,39,82,69,34
64,,4,00:09:25.239000,no fire,1,224,39,82,69,34
65,,4,00:09:42.389000,fire,1,224,39,82,69,34
66,,2,00:09:44.193000,10 min. ill bet the last 5 will be hard,1,224,39,82,69,34
67,,3,00:10:01.182000,wanna bet twenty bucks?,1,224,39,82,69,34
68,,2,00:10:08.871000,1 dollar,1,224,39,82,69,34
69,,3,00:10:13.711000,50 cents,1,224,39,82,69,34
70,,2,00:10:22.721000,60,1,224,39,82,69,34
71,,2,00:10:28.366000,cents,1,224,39,82,69,34
72,,4,00:10:38.785000,1 cent,1,224,39,82,69,34
73,,2,00:10:45.763000,there goes the fire again,1,224,39,82,69,34
74,,2,00:11:30.860000,the wind is dragging it down,1,224,39,82,69,34
75,,1,00:13:51.768000,were these supposed to be 10 min sections or am i crazy?,1,224,39,82,69,34
76,,3,00:14:00.096000,just one more minute left.,1,224,39,82,69,34
77,,2,00:14:26.233000,30 sec,1,224,39,82,69,34
78,,4,00:14:55.590000,5,1,224,39,82,69,34
79,,3,00:00:00,,2,224,39,82,69,34
80,,4,00:00:10.960000,hello,2,224,39,82,69,34
81,,2,00:00:30.194000,so 10 min discussing what we can improve?!,2,224,39,82,69,34
82,,1,00:00:41.273000,any idea how to answer the questions?,2,224,39,82,69,34
83,,4,00:00:45.028000,where everyone should go,2,224,39,82,69,34
84,,3,00:01:00.857000,We never really asked for any information.,2,224,39,82,69,34
85,,2,00:01:18.043000,what info ?,2,224,39,82,69,34
86,,3,00:01:19.908000,"And you guys would just say ""fire"" when there was a fire.",2,224,39,82,69,34
87,,1,00:01:28.435000,we were not really organized either,2,224,39,82,69,34
88,,3,00:01:31.475000,IDK,2,224,39,82,69,34
89,,2,00:01:36.236000,well short and quick you know :),2,224,39,82,69,34
90,,2,00:02:13.365000,does everybody have the map zoomed out or is it the other way better?,2,224,39,82,69,34
91,,4,00:02:30.653000,zoomed out,2,224,39,82,69,34
92,,3,00:02:31.169000,Mine is zoomed out now.,2,224,39,82,69,34
93,,1,00:02:31.567000,do you guys think that we should divide the map into sections that each player can be in charge of?,2,224,39,82,69,34
94,,4,00:02:37.948000,yup,2,224,39,82,69,34
95,3.0,3,00:02:52.407000,Sort of but if there is a huge break out then there seems to be a problem.,2,224,39,82,69,34
96,,1,00:03:04.217000,so who gets what section,2,224,39,82,69,34
97,6.0,4,00:03:11.492000,I want bottom left,2,224,39,82,69,34
98,,2,00:03:12.351000,bottom left\,2,224,39,82,69,34
99,6.0,1,00:03:26.114000,i will take what is left,2,224,39,82,69,34
100,,2,00:03:26.424000,okok ...you get it,2,224,39,82,69,34
101,,3,00:03:26.677000,I'll take top right.,2,224,39,82,69,34
102,,2,00:03:45.680000,how many are we ? 4 right?,2,224,39,82,69,34
103,,3,00:03:47.019000,or maybe the middle,2,224,39,82,69,34
104,,3,00:03:55.551000,middle right,2,224,39,82,69,34
105,,4,00:03:59.696000,I think there are 4 of us,2,224,39,82,69,34
106,,1,00:04:04.299000,there are,2,224,39,82,69,34
107,,2,00:04:13.143000,ok,2,224,39,82,69,34
