,SA,Turn Taking,Time,Total,Simulation,Total Turns,Total Turns 1,Total Turns 2,Total Turns 3,Total Turns 4
0,,2,00:00:57.402000,yo so we ready?,0,126,26,43,19,38
1,6.0,1,00:01:05.668000,which sections do you want to cover?,0,126,26,43,19,38
2,6.0,2,00:01:48.003000,aight so 01 should get the bottom left,0,126,26,43,19,38
3,6.0,2,00:01:59.083000,2-3 get the top?,0,126,26,43,19,38
4,,3,00:01:59.172000,okay sounds good,0,126,26,43,19,38
5,,4,00:02:11.377000,okay sounds good,0,126,26,43,19,38
6,,1,00:02:39.898000,Sounds good,0,126,26,43,19,38
7,,2,00:04:43.078000,so how bout them forest fires,0,126,26,43,19,38
8,,4,00:05:25.208000,so where's the fire....lol!,0,126,26,43,19,38
9,,3,00:05:39.275000,there was one up on the top,0,126,26,43,19,38
10,,2,00:05:47.017000,I know right,0,126,26,43,19,38
11,,4,00:05:48.326000,yeah I saw that one,0,126,26,43,19,38
12,,2,00:05:58.203000,nah,0,126,26,43,19,38
13,,1,00:06:02.892000,yep and the wind changed... vey exciting,0,126,26,43,19,38
14,3.0,2,00:06:08.620000,no fires because we're that good,0,126,26,43,19,38
15,,4,00:06:10.958000,yeah this is absolutely thrilling...........,0,126,26,43,19,38
16,,4,00:06:21.144000,we're the best fire fighters ever apparently.,0,126,26,43,19,38
17,,2,00:06:32.630000,Obviously,0,126,26,43,19,38
18,,2,00:06:51.446000,pft I'm doing my own thing,0,126,26,43,19,38
19,,2,00:06:56.273000,bump ya'll,0,126,26,43,19,38
20,,4,00:07:04.687000,i can totally see that :),0,126,26,43,19,38
21,,2,00:07:27.498000,I'ma rogue fire fighter I play by my own rules,0,126,26,43,19,38
22,3.0,4,00:07:34.351000,time to go exploring,0,126,26,43,19,38
23,,2,00:08:24.818000,man what just happened,0,126,26,43,19,38
24,,4,00:08:32.129000,ok there was some serious fire there..............,0,126,26,43,19,38
25,,2,00:00:07.747000,yo yo,1,126,26,43,19,38
26,,4,00:00:08.925000,Ok this is a lot larger area than last time!,1,126,26,43,19,38
27,,3,00:00:30.569000,yeah so what's the play?,1,126,26,43,19,38
28,,2,00:00:30.570000,alright gang,1,126,26,43,19,38
29,6.0,1,00:00:34.187000,Same as earlier- 0 and 1 take the bottom and 2 and 3 take the top?,1,126,26,43,19,38
30,,4,00:00:40.144000,works for me,1,126,26,43,19,38
31,6.0,2,00:00:40.523000,split up and search for clues,1,126,26,43,19,38
32,,2,00:00:46.682000,yeah that works,1,126,26,43,19,38
33,,3,00:00:48.944000,alright sounds good,1,126,26,43,19,38
34,,4,00:00:54.896000,find the water tanks,1,126,26,43,19,38
35,,1,00:01:46.639000,there are some to the right,1,126,26,43,19,38
36,,1,00:03:47.046000,some on the top right,1,126,26,43,19,38
37,,2,00:04:34.880000,refill tanks,1,126,26,43,19,38
38,,4,00:04:38.132000,where?,1,126,26,43,19,38
39,,4,00:04:48.650000,fuel I mean already got the water,1,126,26,43,19,38
40,,2,00:04:52.526000,whichever is closest\,1,126,26,43,19,38
41,,2,00:04:58.373000,pfft same dif,1,126,26,43,19,38
42,3.0,1,00:09:06.258000,what vehicles does everyone have?,1,126,26,43,19,38
43,3.0,4,00:09:13.732000,helicopter,1,126,26,43,19,38
44,3.0,3,00:09:22.241000,i have four for some reason,1,126,26,43,19,38
