,SA,Turn Taking,Time,Total,Simulation,Total Turns,Total Turns 1,Total Turns 2,Total Turns 3,Total Turns 4
0,,4,00:01:42.427000,I can take the south area,0,156,42,5,44,65
1,,1,00:03:27.977000,guess what? chicken butt I have west,0,156,42,5,44,65
2,,4,00:03:43.820000,haha cool,0,156,42,5,44,65
3,4.0,4,00:04:00.018000,Who has north and east?,0,156,42,5,44,65
4,,3,00:04:27.734000,me,0,156,42,5,44,65
5,,1,00:04:35.510000,mm,0,156,42,5,44,65
6,,3,00:04:47.176000,-_-,0,156,42,5,44,65
7,,4,00:04:47.319000,You truck or copter?,0,156,42,5,44,65
8,,3,00:04:56.772000,copter,0,156,42,5,44,65
9,,4,00:05:04.841000,Me too!,0,156,42,5,44,65
10,,1,00:05:05.260000,I am a heli Elvis is the name,0,156,42,5,44,65
11,3.0,4,00:05:26.061000,I thought you were dead.,0,156,42,5,44,65
12,,3,00:06:18.901000,ghetto game,0,156,42,5,44,65
13,,4,00:07:03.204000,Right? haha,0,156,42,5,44,65
14,,3,00:07:14.163000,smh,0,156,42,5,44,65
15,,1,00:07:16.525000,I'm a barbie girl living in a material world...,0,156,42,5,44,65
16,,4,00:07:53.251000,OMG get um!!,0,156,42,5,44,65
17,,3,00:08:36.580000,wind in noth east now,0,156,42,5,44,65
18,,4,00:08:50.630000,What does that even mean?,0,156,42,5,44,65
19,,1,00:08:53.070000,thats true,0,156,42,5,44,65
20,,1,00:09:00.868000,wind blows fire,0,156,42,5,44,65
21,,3,00:09:20.342000,means the fire will most likely spread that direction genius,0,156,42,5,44,65
22,,4,00:00:34.692000,I will take south again.,1,156,42,5,44,65
23,,4,00:01:42.509000,We need two in thwe south region,1,156,42,5,44,65
24,3.0,4,00:03:27.130000,Do we have 4 people?,1,156,42,5,44,65
25,,3,00:03:29.133000,my nose hurts,1,156,42,5,44,65
26,6.0,4,00:04:06.272000,Well then stop pickin it.,1,156,42,5,44,65
27,,1,00:04:38.128000,ah such a sick burn...that was intense yo,1,156,42,5,44,65
28,,3,00:04:47.811000,im not 0=),1,156,42,5,44,65
29,,3,00:05:33.349000,why are there houses in the middle of the woods,1,156,42,5,44,65
30,,1,00:05:44.821000,because they have to go somewhere...,1,156,42,5,44,65
31,,4,00:05:46.241000,Cause they are canibles,1,156,42,5,44,65
32,,3,00:05:53.862000,why are there no roads,1,156,42,5,44,65
33,,4,00:06:04.843000,Same reason,1,156,42,5,44,65
34,,3,00:06:37.894000,canibles dont need houses though,1,156,42,5,44,65
35,,4,00:06:54.001000,They hav to have some sort of shelter,1,156,42,5,44,65
36,,1,00:07:01.125000,what do they need then?,1,156,42,5,44,65
37,,4,00:07:26.127000,Becaue contray to  popular thought. they are peple too,1,156,42,5,44,65
38,,4,00:08:22.659000,What a tragic event. The canibles died,1,156,42,5,44,65
39,,1,00:08:25.518000,? how does that apply? By the very definition they must be people,1,156,42,5,44,65
40,,4,00:08:44.781000,They think so therfor they are,1,156,42,5,44,65
41,,1,00:08:46.769000,West Virginia....Mountain Home,1,156,42,5,44,65
42,,4,00:09:09.909000,hahah those people dont live in houses they live in shacks,1,156,42,5,44,65
43,,1,00:09:23.405000,Its a full blown shanty town,1,156,42,5,44,65
44,6.0,4,00:09:36.216000,Woot woot. Burn them all!!,1,156,42,5,44,65
45,,1,00:09:38.405000,or its like the village,1,156,42,5,44,65
46,,4,00:09:50.877000,They are the village people,1,156,42,5,44,65
47,,1,00:10:01.145000,Abunch of vegabon carnies?,1,156,42,5,44,65
48,,4,00:10:16.320000,Yup,1,156,42,5,44,65
49,6.0,4,00:10:47.368000,North people. You need to step it up. Your territory is dead,1,156,42,5,44,65
50,,3,00:11:05.397000,yup,1,156,42,5,44,65
51,,3,00:11:55.025000,fail,1,156,42,5,44,65
52,,4,00:11:59.523000,Epic,1,156,42,5,44,65
