,Turn Taking,Time,Total,Simulation,SA,Total Turns,Total Turns 1,Total Turns 2,Total Turns 3,Total Turns 4
0,2,00:01:50.802000,Hello,0,,210,43,70,42,55
1,3,00:02:56.079000,Hi there,0,,210,43,70,42,55
2,1,00:05:12.967000,Hi back! ;-),0,,210,43,70,42,55
3,2,00:05:32.095000,So I can click on anything.,0,4.0,210,43,70,42,55
4,3,00:05:58.813000,I can't either. Apparently if you clicked before they said to then you don't get to play. Boo.,0,4.0,210,43,70,42,55
5,4,00:06:08.568000,Sitting here doing nothing cue the Jeopordy Music,0,,210,43,70,42,55
6,4,00:06:28.270000,I clicked after and I still dont get to play lol,0,,210,43,70,42,55
7,2,00:06:32.353000,Same here,0,,210,43,70,42,55
8,3,00:06:39.103000,Oh sorry read that wrong. Your sheet is supposed to tell you which vehicle to click.,0,4.0,210,43,70,42,55
9,4,00:07:09.308000,Yeah I'm the firetruck thats not moving,0,4.0,210,43,70,42,55
10,2,00:07:28.535000,I have a helicopter that may or may not be moving.,0,4.0,210,43,70,42,55
11,3,00:07:29.797000,Haha I'm the other firetruck that's not moving. I'm not sure what sitting here is supposed to be prove.,0,4.0,210,43,70,42,55
12,1,00:07:49.239000,I am the other heli,0,4.0,210,43,70,42,55
13,2,00:07:50.265000,I see moving helicopters and if I am moving it there is a delay,0,4.0,210,43,70,42,55
14,1,00:08:09.689000,looks like we can move stuff that we are not assigned to,0,4.0,210,43,70,42,55
15,1,00:08:20.186000,same for you?,0,4.0,210,43,70,42,55
16,2,00:08:52.571000,All of them just moved,0,,210,43,70,42,55
17,4,00:09:01.705000,I guess that we can be productive citizens without doing anything. So do we want to talk strategy since half the team cant move or wait until the real game? Everything is in ghost mode for me. They are moving but Im not touching them,0,4.0,210,43,70,42,55
18,3,00:09:04.920000,So do we move all of them now?,0,,210,43,70,42,55
19,3,00:09:42.696000,Sure might as well.,0,,210,43,70,42,55
20,2,00:09:44.812000,It may be part of the study to see how we react,0,,210,43,70,42,55
21,2,00:09:54.025000,And yes lets talk strategy,0,,210,43,70,42,55
22,4,00:10:00,Ha. I dont think they would do that to us. This is a team experiment. That seems kind of counter productive to me.,0,,210,43,70,42,55
23,4,00:10:00,I have no Idea. On the strategy thing  I think we should have one truck and copter on the top half and the other two on the bottom half,0,,210,43,70,42,55
24,2,00:00:00,So I am the right helicopter,1,4.0,210,43,70,42,55
25,4,00:00:05.662000,So i think we need to have the copters on the outside and the trucks on the inside,1,4.0,210,43,70,42,55
26,1,00:00:17.188000,Im the left heli,1,4.0,210,43,70,42,55
27,1,00:00:29.245000,ok,1,,210,43,70,42,55
28,4,00:00:34.225000,right truck,1,4.0,210,43,70,42,55
29,1,00:00:47.205000,fly to refill,1,,210,43,70,42,55
30,2,00:00:53.508000,I don't see any fires yet,1,,210,43,70,42,55
31,4,00:00:58.708000,or we could do one of each vehicle on the top and bottom half of the screen,1,,210,43,70,42,55
32,2,00:01:14.479000,There are fires,1,,210,43,70,42,55
33,1,00:01:25.955000,take fires bottom left,1,,210,43,70,42,55
34,1,00:01:54.763000,fly to top right,1,,210,43,70,42,55
35,2,00:02:09.335000,i can help ini the bottom right,1,,210,43,70,42,55
36,4,00:02:11.319000,watch the wind thats how you can tell where they are going to move,1,,210,43,70,42,55
37,1,00:03:14.086000,what are the trucks doing,1,,210,43,70,42,55
38,2,00:03:20.463000,Not sure,1,,210,43,70,42,55
39,4,00:03:26.569000,what do you mean,1,,210,43,70,42,55
40,2,00:03:44.992000,Fire top right I'm after it,1,,210,43,70,42,55
41,3,00:04:14.184000,it's mine. every time i move mouse to look for a fire the truck moves,1,,210,43,70,42,55
42,2,00:04:14.921000,Do we each want to take a section of the field?,1,4.0,210,43,70,42,55
43,3,00:04:22.408000,not sure how to stop that,1,,210,43,70,42,55
44,4,00:04:31.626000,sure I will take bottom right,1,,210,43,70,42,55
45,1,00:04:42.090000,take top right or left,1,,210,43,70,42,55
46,2,00:04:44.819000,i'll take the top right,1,,210,43,70,42,55
47,2,00:04:57.251000,Bottom left there are some fires,1,,210,43,70,42,55
48,1,00:04:58.669000,on my way bottom left,1,,210,43,70,42,55
49,4,00:05:31.361000,If you need help say so. the copters are faster so they should be emergency and if i can make it in my truck i will,1,,210,43,70,42,55
50,4,00:05:43.107000,fire bottom left,1,,210,43,70,42,55
51,1,00:05:47.273000,on my way,1,,210,43,70,42,55
52,2,00:05:57.326000,i have the fires top right,1,,210,43,70,42,55
53,2,00:06:16.174000,thanks for the assist,1,,210,43,70,42,55
54,2,00:06:41.026000,going towards the middle,1,,210,43,70,42,55
55,1,00:07:16.178000,houses left,1,,210,43,70,42,55
56,4,00:07:26.477000,I figured it out. The trucks hold more water but the helicopters are faster,1,3.0,210,43,70,42,55
57,3,00:07:51.549000,got the houses to the left,1,,210,43,70,42,55
58,2,00:08:00.477000,good job team!,1,,210,43,70,42,55
59,3,00:08:22.327000,ahh good observation about the vehicles!,1,,210,43,70,42,55
60,1,00:08:23.832000,want more fire ;-),1,,210,43,70,42,55
61,4,00:08:32.906000,Amen to that,1,,210,43,70,42,55
62,4,00:09:14.209000,When I signed up for this I thought it was going to be completely different than what it is,1,,210,43,70,42,55
63,1,00:09:19.534000,40sec left?,1,,210,43,70,42,55
64,2,00:09:28.312000,Yup,1,,210,43,70,42,55
65,1,00:09:47.665000,fire\,1,,210,43,70,42,55
66,2,00:09:49.937000,Looks like there is room for some parking lots,1,,210,43,70,42,55
67,3,00:10:14.958000,i think this one is 15 min,1,,210,43,70,42,55
68,2,00:10:20.734000,Guess so,1,,210,43,70,42,55
69,4,00:10:21.753000,Me to,1,,210,43,70,42,55
70,1,00:10:24.385000,your right,1,,210,43,70,42,55
71,2,00:10:31.711000,wind just shifted,1,,210,43,70,42,55
72,3,00:10:57.241000,i love how slow the truck is to come to the rescue lol,1,,210,43,70,42,55
73,4,00:11:19.206000,Hey we cant help it and it looked like yall had it covered,1,,210,43,70,42,55
74,2,00:11:36.263000,Lots of fires this time,1,,210,43,70,42,55
75,3,00:11:53.014000,spreading quickly,1,,210,43,70,42,55
76,3,00:12:30.291000,somebody got our memo about wanting more fires,1,,210,43,70,42,55
77,2,00:13:02.794000,guess we don't need the forest,1,,210,43,70,42,55
78,3,00:13:14.642000,no going green in this game,1,,210,43,70,42,55
79,4,00:13:15.051000,As soon as i typed that i thought it was gonna bite us in the butt,1,,210,43,70,42,55
80,1,00:13:25.746000,;-),1,,210,43,70,42,55
81,3,00:13:27.219000,karama right there for ya,1,,210,43,70,42,55
82,4,00:13:36.605000,so true,1,,210,43,70,42,55
83,2,00:13:51.795000,yup haha,1,,210,43,70,42,55
84,2,00:14:11.102000,less than a minute!,1,,210,43,70,42,55
85,3,00:14:11.296000,i guess 0 is the game controller person,1,,210,43,70,42,55
86,4,00:14:19.602000,I think we lost the forest lol,1,,210,43,70,42,55
87,1,00:14:20.853000,im waiting over the houses on top right,1,,210,43,70,42,55
88,2,00:00:00,Here we go again,2,,210,43,70,42,55
89,2,00:00:00,I'm the right helicopter again,2,,210,43,70,42,55
