,SA,Turn Taking,Time,Total,Simulation,Total Turns,Total Turns 1,Total Turns 2,Total Turns 3,Total Turns 4
0,6.0,2,00:02:14.453000,we need to divide up into sections,0,147,38,47,35,27
1,,4,00:02:40.066000,agreed,0,147,38,47,35,27
2,4.0,1,00:02:40.681000,helicopters top,0,147,38,47,35,27
3,4.0,3,00:03:01.068000,truck right lower,0,147,38,47,35,27
4,5.0,2,00:03:18.640000,helicopters should get the north village and two left woods. trucks will get rest,0,147,38,47,35,27
5,,3,00:03:46.794000,works for me,0,147,38,47,35,27
6,,4,00:04:04.319000,okay got it,0,147,38,47,35,27
7,,1,00:04:25.136000,sounds good,0,147,38,47,35,27
8,,2,00:05:43.176000,some raging forest fires going on right now yall,0,147,38,47,35,27
9,,2,00:05:51.006000,not,0,147,38,47,35,27
10,,1,00:05:56.776000,so exciting,0,147,38,47,35,27
11,,3,00:06:16.433000,yeah. Where is a zerg rush when you need it,0,147,38,47,35,27
12,,1,00:06:35.594000,this is my favorite game,0,147,38,47,35,27
13,,3,00:06:56.508000,one of my favorites as well.,0,147,38,47,35,27
14,,1,00:08:35.001000,it got exciting,0,147,38,47,35,27
15,,3,00:08:44.935000,for a minute,0,147,38,47,35,27
16,6.0,2,00:09:19.770000,maybe there should be a helipcopter per section. theyre faster,0,147,38,47,35,27
17,6.0,3,00:00:25.713000,let us divide the grid,1,147,38,47,35,27
18,4.0,2,00:00:32.557000,one chopper and firetruck together?,1,147,38,47,35,27
19,,1,00:00:40.743000,upper right,1,147,38,47,35,27
20,,2,00:00:43.960000,down the middle?,1,147,38,47,35,27
21,,3,00:01:10.863000,truck lower right,1,147,38,47,35,27
22,,3,00:01:12.792000,,1,147,38,47,35,27
23,,2,00:02:31.177000,crap,1,147,38,47,35,27
24,,4,00:02:48.563000,fail,1,147,38,47,35,27
25,,3,00:03:07.490000,this is goint to be fun.,1,147,38,47,35,27
26,,1,00:03:13.208000,yeah the tanks run out too fast,1,147,38,47,35,27
27,,1,00:04:44.102000,this sucks,1,147,38,47,35,27
28,,2,00:05:12.020000,guess we shouldnt have made fun of the training,1,147,38,47,35,27
29,,3,00:06:10.219000,indeed,1,147,38,47,35,27
30,,1,00:06:22.322000,true.,1,147,38,47,35,27
31,4.0,2,00:06:49.637000,is there four of us? i only see three vehicles,1,147,38,47,35,27
32,,2,00:07:04.710000,never mind,1,147,38,47,35,27
33,,3,00:09:47.035000,temp rising expect something,1,147,38,47,35,27
34,,2,00:12:14.424000,oh crap,1,147,38,47,35,27
35,,4,00:12:23.311000,ummmmm...,1,147,38,47,35,27
36,,3,00:12:54.855000,...,1,147,38,47,35,27
37,,1,00:13:07.655000,idk if it would have been possible to contain that,1,147,38,47,35,27
38,,4,00:13:21.851000,definitely not,1,147,38,47,35,27
39,3.0,2,00:13:24.600000,i dont have a compass or anything so i dont know the temp or wind...,1,147,38,47,35,27
40,,2,00:13:47.120000,top right,1,147,38,47,35,27
41,,3,00:13:55.800000,move positions up where there is still green,1,147,38,47,35,27
42,,1,00:14:18.149000,top,1,147,38,47,35,27
43,6.0,2,00:14:20.296000,i gotta protec the one house down here,1,147,38,47,35,27
44,,2,00:00:20.550000,did we ask for information?,2,147,38,47,35,27
45,,1,00:00:30.910000,not really just gave it mostly,2,147,38,47,35,27
46,,4,00:00:38.481000,not really. we just told each other where things were,2,147,38,47,35,27
47,,3,00:00:38.670000,Yeah,2,147,38,47,35,27
48,,1,00:00:51.889000,was it organized?,2,147,38,47,35,27
49,,2,00:00:54.469000,i think as soon as we saw the problems we communicated and reacted,2,147,38,47,35,27
50,,4,00:01:02.968000,somewhat organized,2,147,38,47,35,27
51,,2,00:01:08.524000,it couldve been more organized but it was,2,147,38,47,35,27
52,,1,00:01:11.963000,yeah we tried,2,147,38,47,35,27
53,,3,00:01:20.221000,We tried,2,147,38,47,35,27
