,SA,Turn Taking,Time,Total,Simulation,Total Turns,Total Turns 1,Total Turns 2,Total Turns 3,Total Turns 4
0,3.0,1.0,00:00:43.859000,Great I am able to see movement from other players now =),1.0,150,61,22,26,41
1,,2.0,00:03:57.658000,hi,1.0,150,61,22,26,41
2,,1.0,00:04:17.816000,Hello there.,1.0,150,61,22,26,41
3,,2.0,00:04:40.781000,can you see fires because i cant,1.0,150,61,22,26,41
4,,4.0,00:04:46.644000,not right now,1.0,150,61,22,26,41
5,,1.0,00:04:53.172000,I'm seeing a couple.,1.0,150,61,22,26,41
6,,4.0,00:05:02.290000,just saw some,1.0,150,61,22,26,41
7,,1.0,00:05:12.188000,Upper screen.,1.0,150,61,22,26,41
8,,4.0,00:05:46.143000,right side,1.0,150,61,22,26,41
9,,1.0,00:06:19.783000,Whoops I forgot we have to wait a bit for it to distinguish haha.,1.0,150,61,22,26,41
10,,4.0,00:06:29.859000,middle,1.0,150,61,22,26,41
11,4.0,2.0,00:06:33.800000,i can only zoom into the upper left corner,1.0,150,61,22,26,41
12,,2.0,00:06:51.148000,midle screen,1.0,150,61,22,26,41
13,,4.0,00:07:25.689000,left buildings,1.0,150,61,22,26,41
14,,2.0,00:07:25.770000,its outa control!,1.0,150,61,22,26,41
15,,1.0,00:07:37.755000,Ahaha oh no the houses!,1.0,150,61,22,26,41
16,,2.0,00:07:54.054000,upper right,1.0,150,61,22,26,41
17,,2.0,00:08:20.419000,nvrmnd they gone,1.0,150,61,22,26,41
18,,1.0,00:08:26.203000,I'm zoomed out all the way.,1.0,150,61,22,26,41
19,,4.0,00:08:34.035000,i am too,1.0,150,61,22,26,41
20,,3.0,00:08:58.444000,yep,1.0,150,61,22,26,41
21,,2.0,00:09:11.295000,they all dead,1.0,150,61,22,26,41
22,,1.0,00:09:22.698000,Let's hope not =D,1.0,150,61,22,26,41
23,,4.0,00:09:35.273000,the people in the bottom right still have a chance,1.0,150,61,22,26,41
24,,1.0,00:10:23.950000,Do we want to split this up?,1.0,150,61,22,26,41
25,6.0,3.0,00:10:25.640000,ill hang bottom right,1.0,150,61,22,26,41
26,,4.0,00:10:29.002000,top right,1.0,150,61,22,26,41
27,,1.0,00:10:36.275000,Top left.,1.0,150,61,22,26,41
28,,2.0,00:10:44.823000,u still seeing fire?,1.0,150,61,22,26,41
29,,4.0,00:10:50.481000,yes,1.0,150,61,22,26,41
30,,1.0,00:10:51.126000,Not now.,1.0,150,61,22,26,41
31,,3.0,00:10:52.322000,no,1.0,150,61,22,26,41
32,,1.0,00:11:03.751000,Ah okay seeing some in top right.,1.0,150,61,22,26,41
33,,3.0,00:11:12.362000,enter,1.0,150,61,22,26,41
34,,2.0,00:11:14.663000,midle,1.0,150,61,22,26,41
35,,1.0,00:11:15.753000,We can each stay near a water tower.,1.0,150,61,22,26,41
36,,4.0,00:11:25.174000,that's a good idea,1.0,150,61,22,26,41
37,,3.0,00:11:29.366000,center,1.0,150,61,22,26,41
38,,4.0,00:11:31.445000,middle fire!!,1.0,150,61,22,26,41
39,,2.0,00:11:34.260000,its a blazin!!!,1.0,150,61,22,26,41
40,,2.0,00:11:55.238000,save them!!,1.0,150,61,22,26,41
41,,2.0,00:12:06.308000,too late,1.0,150,61,22,26,41
42,6.0,4.0,00:12:44.268000,I think it works best when we get the outside edges of the fire,1.0,150,61,22,26,41
43,,1.0,00:12:49.422000,That's a tough one.,1.0,150,61,22,26,41
44,,1.0,00:13:04.776000,Yeah get it where it's spreading?,1.0,150,61,22,26,41
45,6.0,3.0,00:13:18.481000,yeah watch the wind direction to see where it will go and focus on the leading edge,1.0,150,61,22,26,41
46,,4.0,00:13:33.349000,we're firemen!,1.0,150,61,22,26,41
47,,3.0,00:13:44.960000,,1.0,150,61,22,26,41
48,,2.0,00:13:55.963000,really bad ones,1.0,150,61,22,26,41
49,,3.0,00:14:01.706000,bad ones look at all those dead bunnies,1.0,150,61,22,26,41
50,,2.0,00:14:30.377000,i dont see any rabits,1.0,150,61,22,26,41
51,,3.0,00:14:37.853000,lol,1.0,150,61,22,26,41
52,3.0,1.0,00:14:40.695000,I wonder if the fire engines move any differently.,1.0,150,61,22,26,41
53,,4.0,00:14:55.387000,they'd kind of be in trouble with the fire in the middle,1.0,150,61,22,26,41
54,,2.0,00:00:26.166000,it works!!!!!,2.0,150,61,22,26,41
55,,1.0,00:00:37.263000,Alrighty what do you guys think about how we did?,2.0,150,61,22,26,41
56,,4.0,00:00:41.361000,kind of bad,2.0,150,61,22,26,41
57,,3.0,00:00:54.080000,yeah bad,2.0,150,61,22,26,41
58,,1.0,00:00:57.846000,Did anyone catch our performance stats last time?,2.0,150,61,22,26,41
59,,2.0,00:01:17.466000,nope,2.0,150,61,22,26,41
60,,3.0,00:01:18.229000,60% forest saved i think,2.0,150,61,22,26,41
61,,4.0,00:01:21.114000,no but it looked like half the place was burned,2.0,150,61,22,26,41
62,,3.0,00:01:45.793000,and 40% houses saved,2.0,150,61,22,26,41
63,,1.0,00:01:47.833000,Yeah I didn't think it was because we lacked info or organization though.,2.0,150,61,22,26,41
64,,4.0,00:01:50.352000,so how can we do better?,2.0,150,61,22,26,41
65,,1.0,00:02:03.481000,I wasn't watching the wind direction/speed I'll do that this time.,2.0,150,61,22,26,41
66,,4.0,00:02:08.851000,me too,2.0,150,61,22,26,41
67,,1.0,00:02:22.831000,Looks like one of us is a fire engine too?,2.0,150,61,22,26,41
68,,3.0,00:02:39.479000,yeah try to concentrate on leading edge,2.0,150,61,22,26,41
69,,1.0,00:02:51.486000,Okay will do.,2.0,150,61,22,26,41
70,,4.0,00:02:55.922000,I think going for the edges definitely helps more than going for the middle of the fire,2.0,150,61,22,26,41
71,,4.0,00:03:09.321000,should we divide up areas?,2.0,150,61,22,26,41
72,6.0,3.0,00:03:14.692000,um we each control two engines and two helos,2.0,150,61,22,26,41
73,,4.0,00:03:27.158000,I thought we did better with more than one person o a fire,2.0,150,61,22,26,41
74,,1.0,00:03:32.538000,Yeah? I'm only controlling one it looks like.,2.0,150,61,22,26,41
75,,4.0,00:03:42.718000,I have one helicopter,2.0,150,61,22,26,41
76,,3.0,00:03:51.305000,weird ok,2.0,150,61,22,26,41
77,,1.0,00:04:17.299000,Okay looks like you'll take charge in this four vehicle person =D,2.0,150,61,22,26,41
78,,2.0,00:04:41.987000,i can select all  4,2.0,150,61,22,26,41
79,,3.0,00:04:45.480000,you can deselect and select more than one vehicle,2.0,150,61,22,26,41
80,,1.0,00:04:46.149000,Oh and it seems like the fires start in the forest more often than the houses.,2.0,150,61,22,26,41
81,,4.0,00:05:09.566000,true,2.0,150,61,22,26,41
82,6.0,1.0,00:05:10.557000,Ah okay. I've got an assigned vehicle. Let me try selecting more than one.,2.0,150,61,22,26,41
83,,4.0,00:05:19.793000,I can only select one,2.0,150,61,22,26,41
84,,1.0,00:05:26.754000,Same here.,2.0,150,61,22,26,41
85,3.0,4.0,00:05:38.392000,helicopter definitely faster,2.0,150,61,22,26,41
86,,2.0,00:05:42.590000,odd,2.0,150,61,22,26,41
87,,1.0,00:05:45.246000,For sure.,2.0,150,61,22,26,41
88,,3.0,00:05:57.963000,ok i can control one at a time now for a total of 2 each,2.0,150,61,22,26,41
89,6.0,1.0,00:06:03.800000,What are we thinking one person at each tower?,2.0,150,61,22,26,41
90,,1.0,00:06:16.322000,2 each? One engine one heli?,2.0,150,61,22,26,41
91,4.0,4.0,00:06:17.597000,I think we did better working on the same fires,2.0,150,61,22,26,41
92,,3.0,00:06:32.877000,that works until the fires become to big then we need help,2.0,150,61,22,26,41
93,,4.0,00:06:54.886000,and I think it helps to tell each othe once we spot a fire,2.0,150,61,22,26,41
94,,1.0,00:07:00.617000,Okay.,2.0,150,61,22,26,41
