,words,category,SA Average,Total Turns,Message Frequency Sim 0,Message Frequency Sim 1,Message Frequency Sim 2,Message Frequency Sim 3,Sentiment Negative,Sentiment Neutral,Sentiment Positive,Sentiment Compound,NN,JJ,VB,RB,VBP,IN,VBN,CD,JJS,VBD,NNS,FW,VBG,MD,RP,VBZ,JJR,RBR,TO,CC,DT,WP,WDT,PRP,UH,WRB,NNP
411,cover house bottom top top ill get house bottom much fire let someone know tackle together also think fire move direction wind clever observation new direction double kill halo fan right occasion wind south wind east north well wood pretty much gone one sit middle forest area got cool thanks de bien great say fire occur already burned area double helicopter mid atop corner house left forest house bottom right middle watch wind move direction thanks help one place refuel gas think wind moving south mid fire half forest gone wa intense fired phew wipe sweat brow think need hit edge wind go towards pretty sure would work better wish could put fire humor would make world place professional success want start major mechanical e believe thats everybody know task doe effectively agree number well professional success ability professional slow clap shed one tear condition fro professional success electrical engineering major think ha lot team working well together communicating well true built radio today painted stuff game ha think nice spent hour phone tech support window minute yet guy bottom wait wa fire think ha minute exactly refer instruction pamphlet suggestion improving pro success show time first step good communication team work help learning mistake nan good pay also help word thought agree motivation reward money work hard work money enjoyment mostly money get payed minimum wage give minimum work money important doe make successful job excuse spelling two minute engineering major spelling strong suit stick top left math mine school strong suit min engineering bottom left art word second somehow control two helicopter sweet two two ruck truck doe someone homer truck like wood dude figured select multiple wind south block fire start south edge fire hold mouse button move want control time doe best buy close wind move south east ha bottom get hungry got ta pee sad day oh might use red cup woman tell everyone assume woman wa first thing head wow got death select lying around long round cover house ill get house bottom atop corner stick top left hold mouse button move want control,1,7.69172932330827,128.0,0.050359712230215826,0.028058361391694726,0.08391608391608392,0.03707995365005794,0.06975939849624062,0.7780827067669175,0.15218045112781947,0.07179774436090222,1.2265625,0.5859375,0.125,0.15625,0.15625,0.0625,0.0625,0.0546875,0.0234375,0.1015625,0.03125,0.0234375,0.0625,0.0390625,0.0078125,0.0078125,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,ill take village southeast ill take house north move much faster fire truck fire truck annoyingly slow area northeast long water lasting pretty decent amount long someone keeping eye southeast village got yeah got wa wondering wa fire tree anybody figure spread yet direction wind mean direction fire outbreak top left make sense truck bird think lot stuff yeah need spread still bird truck right got north east ill watch village west side work best yeah think try save everything well get screwed place emphasis village tree sticking one side map top right fire gon na stay around top sorry doe stand stay middle tree area roger like left side middle getting action much either fire spread really fast really dont see run water fast truck slow think people town screwed village gone top left yeah protect village leave one person forest one per village truck center forest little bit village left anyways work ill get middle help wherever get bad gon na stay middle scope whole map got screen way yeah really help middle bad part fire forest pretty black well forest gone bear would really mad u winning suck gon na go say bail southeast village let top half map much left fry cant let die fine yeah big deal run fast live real city anyway exactly fault like last one besides fire apocalypse truck helicopter dont hold much water truck slow dont think one u ha enough water put big fire tree burn easily think handle forest fire truck handle village yeah cant put enough cause dont enough water thats good idea agreed sound good get water k one middle right one middle left stay around forest sorry let put truck many truck two think village middle position directly east village big fire always move try venture far forest word guard right side take left side take top half forest ill take wherever covered map look like gon na get real bad forest call well move truck apparently yeah position get bearing surroundings cause lot fire forest village many village gon na another big center map got mine way make really easy navigate go ahead zoom way figure scope map chat agreed wan na try save bottom left village think need keep bottom half look like gon na lot map new one bail wed probably pretty good yes thats biggest village bail dont think wait dont protect village think bail top left protect bottom sound good bail small one big one cause small yes help forest keep eye center forest definitely mean time spare help small village tell evacuate right fire elsewhere take priority dont leave real fire small village agreed true wind really tell u next fire start dont understand wind thing start guess tell u direction pointing south mean start south either one flam wind southwest next fire southwest got higher wind mean farther distance original flame cool bean oh bout start get ready middle truck take bottom village go let dot right thats whats go go go someone ha two vehicle wait two vehicle one fire north good start sorry everywhere wind icon fire go cause burned everything false sense security yep cheating control two vehicle think think try village fire top left think big one get real bad soon yeah thats right beast mode tue thing gon na get bad gonne keep truck center work good hell yeah nice good job guy village mid right bout get suspense killing lock load folk right fuel water tower fire village middle thats water fuel put thing oh bottom right homestretch biggin coming land fuel low min fuel oh think good fine crap tango chic sound good yeah doe fire fire seriously much challenge last game wa worse yeah,1,7.833333333333333,238.0,0.04693877551020408,0.06984866123399301,0.14051094890510948,0.08764044943820225,0.09088655462184872,0.7010588235294115,0.20386134453781513,0.05775294117647056,1.088235294117647,0.5462184873949579,0.14705882352941177,0.19327731092436976,0.16806722689075632,0.058823529411764705,0.02100840336134454,0.07142857142857142,0.046218487394957986,0.09663865546218488,0.0546218487394958,0.004201680672268907,0.04201680672268908,0.008403361344537815,0.0,0.004201680672268907,0.012605042016806723,0.004201680672268907,0.029411764705882353,0.008403361344537815,0.004201680672268907,0.008403361344537815,0.0,0.0,0.0,0.0,0.0
406,yo ready section want cover get bottom left get top sound good sound good sound good bout forest fire fire wa one top know right yeah saw one yep wind exciting fire good yeah absolutely thrilling best fire fighter ever apparently obviously thing bump ya totally see rogue fire fighter play rule time go exploring man wa serious fire yo yo lot area last time yeah play alright gang take bottom take top work split search clue yeah work alright sound good find water tank right top right refill tank fuel mean already got water whichever vehicle doe everyone helicopter four reason training session sure wa like call ride dump truck helicopter move top helicopter side wind blow fire certain direction yeah sure get fire ya look way ahead yeah try cut wo spread maybe extinguish perimeter first make sense discus think professional success think professional success working hard good employee think complete assigned task best whatever since everyone else silent professional amazing workplace knowing line professional next question condition professional success also think burdon important must independent problem motivation teamwork also important think condition professional success time working hard good relation trying better company work following rule getting along going beyond time management hero dedication honesty well always right thing suggestion improving professional success improving interact work fellow employee big part successful agree professional success pick idea improve might help process word also think self control focus would pretty important think improving relationship big yes agreed yep agree word think covered minute yeah bout forest fire think plan wa good focus perimeter first little unfair like fire keep spreading regardless could getting yeah doe seem way well someone thinking outside box yeah say vehicle perk chat also seem take show second mean time start game conspiracy maybe wow two red fire engine time experiment anything possible two helicopter likewise also guy know look like one helicopter use arrow key scroll make thing easier wind speed direction indicator ill take left upper corner bottom right top right like pro like see man see four helicopter two engine one sure wind change one helicopter still four spread four corner nap time good work bottom left wind change direction north bottom left section want cover get bottom left get top take bottom take top ill take left upper corner,1,8.025789147926552,126.0,0.06153846153846154,0.037296037296037296,0.06689536878216124,0.03864734299516908,0.043358778625954206,0.7554885496183207,0.20119083969465648,0.15573053435114498,1.3015873015873016,0.6111111111111112,0.14285714285714285,0.25396825396825395,0.1746031746031746,0.0873015873015873,0.03968253968253968,0.09523809523809523,0.031746031746031744,0.07936507936507936,0.05555555555555555,0.007936507936507936,0.11904761904761904,0.03968253968253968,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.007936507936507936,0.007936507936507936,0.0,0.0,0.0
16,hello hi hi back click anything ca either apparently said get play boo sitting nothing cue music still dont get play oh sorry read wrong sheet supposed tell vehicle click yeah thats moving helicopter may may moving moving sure sitting supposed prove see moving helicopter moving delay look like move stuff assigned guess productive citizen without anything want talk strategy since half team cant move wait real game everything ghost mode moving touching move sure might well may part study see react yes let talk strategy ha dont think would u team experiment kind counter productive idea strategy thing think one truck copter top half two bottom half right helicopter think need outside truck inside left right truck fly refill see fire yet could one vehicle top bottom half screen fire take fire bottom left fly top right help bottom right watch wind thats tell going move truck sure mean fire top right mine every time move mouse look fire truck move want take section field sure stop sure take bottom right take top right left take top right bottom left fire way bottom left need help say faster emergency make truck fire bottom left way fire top right thanks assist going towards middle house left figured truck hold water helicopter faster got house left good job team good observation vehicle want fire amen thought wa going completely different left look like room parking lot think one min guess right wind love slow truck come rescue hey cant help like covered lot fire time spreading quickly somebody got memo wanting fire guess need forest going green game soon thought wa gon na bite u butt right ya true minute guess game controller person think lost forest waiting house top right go right helicopter right helicopter left truck well let chat shall question think think pretty good everybody wa wa like take water think well everyone fire could get think great everyone else know fire wa going propose helicopter concentrate middle forest truck reach like think someone spot game get continue agree want make house forest helicopter agree middle truck get arent fast yes truck slow could spot get whatever theyre closet since home maybe truck cover great idea helicopter get forest case fire wait forest truck close city watch forest catch fire faster truck could come forest need backup exactly think forest priority one area fire mainly pop agree truck house statement though fine anyone else notice select one vehicle yes yep accident use advantage well enough first run k anyone else line vehicle sure mean neither looking map lot house last round click truck click green line two almost like connect dot divide truck keep house put one big town like idea dividing dividing sound good put take town bottom left ill take mid right sound good also pay attention really close water tower town right yeah suck ill holler need help could cover top right area help ever cover top left sec left sound good let get position homer ha forest fight taking wind account game time wind north compass cant move truck wind speed high red yes mine blue fire fire bottom right forest wind north south south north fire middle bottom left need help left top right wind low wind truck slow wind sure fire bottom left middle bottom cover town double duty left mine truck wont work click dot come try truck could help fire middle bottom getting one right working wahoo left coming fire town bottom left town back position yes captain getting like burning fuel game anyone else actually like game yeah surprisingly minute got shabby right house five min minute left shabby thats swift kick wind wind left bottom left middle wind getting help mid right spreading fast left last game house last wind still mild yeah dont forget blitz south north sec,1,8.260224089635855,210.0,0.04897959183673469,0.07441860465116279,0.10085470085470086,0.07150964812712826,0.048733333333333344,0.7943095238095238,0.1522095238095238,0.08197571428571425,1.3142857142857143,0.5476190476190477,0.18095238095238095,0.19047619047619047,0.1523809523809524,0.08571428571428572,0.03333333333333333,0.047619047619047616,0.04285714285714286,0.14761904761904762,0.05238095238095238,0.0,0.12380952380952381,0.06666666666666667,0.0,0.009523809523809525,0.0,0.014285714285714285,0.004761904761904762,0.014285714285714285,0.004761904761904762,0.009523809523809525,0.004761904761904762,0.0,0.004761904761904762,0.0,0.0
438,anybody seeing anything much water doe tank hold nothing dont see anything hold enough couple fire like helicopter fun agreed helicopter hold still finding nothing get like fire half either terrible oh truck hold probably moving speed like make sense yeah truck go left keep eye town bottom right second truck linger area lot fire pop helicopter make trip faster tower city sound good many player game many truck many helicopter one truck helicopter one truck three u maybe guess sorry going crazy moment lookout house burn soon already full may better wait near something burn rather tower house left top right wa kind game would bit involved agreed wa kind wow top right chance yet although cant complex without gaming experience sudden involved wa crazy maybe ha something u talking much thought chill unburned area case another breakout two helicopter real though got lot wow studied raid think stole one mine somehow game professional success professional success professional success way meeting goal type thing view success everything closer goal set agree condition suppose way conduct agree conduct professionally workplace getting goal total jerk finding shady guess condition sort thing need place succeed way go reaching goal yes like ca professional success without drive reason team could defined professional success condition must meet mean meeting goal agree agree well improving professional success knowing goal mean reach goal yes well informed would take accomplish set improve success setting clear goal timetable sort follow reasoning full considering pro con situation condition may include organization knowledge field study drive would say people know yeah least yes play big role well yes nothing like good group people help along keep line positive reinforcement yes also money let real hard get anywhere without matter good intention smart true yep true improve would say need clear goal set task help obtain goal would also say aware stay right easily fall behind stay informed basically use resource resource include everything around people thing idea really everything knowing make world difference sum knowledge pretty much good team go u game going start minute ready would go ahead zoom see whole map familiarize good idea already three tower giant forest middle aware multiple helicopter house middle pay attention wind direction also late fire start going use wind thingy corner good idea think may able jump house thats something aware arrow drawing line fire doe seem start burned area shift attention green unburned house fire seem start direction wind go north time think like four u vehicle moving bunch left mid bottom house ugh know thing well think saved majority watch burn right keep eye happen go make wan na rage quit wow wa rough wow rough quit want minute half left let burn burn baby burn sorry citizen life tough sorry forest better luck next time like city want tornado come trough,1,8.30883301096067,141.0,0.06713780918727916,0.03975903614457831,0.08333333333333333,0.045707915273132664,0.05739007092198581,0.7223758865248229,0.22023404255319148,0.14339929078014185,1.4539007092198581,0.6737588652482269,0.16312056737588654,0.23404255319148937,0.1773049645390071,0.12056737588652482,0.07092198581560284,0.04964539007092199,0.02127659574468085,0.04964539007092199,0.04964539007092199,0.0070921985815602835,0.14184397163120568,0.0851063829787234,0.0,0.0,0.02127659574468085,0.02127659574468085,0.0,0.0,0.014184397163120567,0.0,0.0,0.0,0.0,0.0,0.0
329,hello hello hello hello feel bad town little town nothing fire know well easy know right anyone want race sure top right bottom fire go make sure protect mid dont even know team think catch town fire u team thats need know team fire fighter oh gosh thought wa got make sure protect town wind south oh big town little one burn fire north fire east everywhere got stay bottom left unless need help top right nan north good work town dumb people house fire turkey left stove house raised roof roof fire anything see house west mid big fire mid hand deck oh man wa stopping forest dead grow back eventually true east nan mid west go go go get front fire anyone ask hello hi really organized told wa fire really ask information along pretty well ya information fire wa along well seem rather well wa team organized think pretty organized probably could split little better forgetting click chat box rather forward game yes stayed rather spread told people fire got sometimes next game could improve agreed instead following one another need split communicate everyone sector bunch fire sound good decide take section keep eye anyone may need help oh get fire help stop wow said really bad yeah big outbreak mid everyone definitely need help sound good alternative team chosen task performance procedure could get forest since sky could get house since ground dont think matter much unless forest slows slows truck put much water fire right long like four northwest one time spot think truck stay little closer water tower whats right true think speed felt though might little little time could test really quick race question need discus answer b c first one bottom town win go faster faster bet truck hold water tho mine say hold actually pretty fun game hold yep yes fun one minute til start need couple people running screaming help oh think question cool alright cool let need beer cool roll tide roll tide oh begrudgingly roll tide begin believe since minute right click get rid want get rid automatically fire tried get rid minute ago anything one guess starting mid top left roger roger roger wait minute left doe go first ten thought wa find sure think like minute left fu ire fire top left got bottom mid nan split please think patrol bottom clear town crap town got hit supposed homer oh gosh never mind good town fire keep eye open please fuel running low mine thats furthest water tank spreading fast wow wa stopping watch house please want burn saved lot building stay bottom left unless need help agreed instead following one another need split communicate yeah big outbreak mid everyone definitely need help could get forest since sky could get house since ground put much water fire long like four northwest one time spot patrol bottom,1,8.842494166450608,196.0,0.04621072088724584,0.05638665132336018,0.1256544502617801,0.07169811320754717,0.05759113300492611,0.7231231527093593,0.21435467980295564,0.1185596059113301,0.9540816326530612,0.37755102040816324,0.18877551020408162,0.23979591836734693,0.14795918367346939,0.08673469387755102,0.061224489795918366,0.05102040816326531,0.03571428571428571,0.10204081632653061,0.05102040816326531,0.0,0.05612244897959184,0.04591836734693878,0.0,0.01020408163265306,0.0,0.02040816326530612,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.01020408163265306,0.0,0.0
321,want section easy fire look way b stay case anything break going section seem far may strictly necessary much town say something someone stay close lower town dont speed fire truck way water tho holy could tough every one take corner nan well helicopter need take area farthest away water tower ruck stay near tower cover area forest house dont forget zoom aware fuel level sure think tactical movement quiet game doe like scroll middle forest hell bear home stretch guy long doe session go anybody low fuel ditto wow try get ahead rather fight burning flying helicopter people guess well easy question organized yea wa really process anything need one either yeah wa somewhat pretty straightforward nan anything anyone feel add trying get ahead fire really try game doesnt spread agreed yeah bit trouble yes everybody stayed fairly close water supply alright b b stay ahead fire next question oh suggestion get ahead fire helicopter need prevent spread truck need put left vehicle sure think screen still see start point training run use one think wa maybe try good point b c went together yea yeah guy satisfied good every one wind top right anybody assigned engine chat instead chat box hit c sure oh helicopter pilot oh man fuel going whole time one press h cover area th neighborhood bottom stay upper left unless someone need support alright go need somebody lower left kay mean right cant move pick right vehicle yeah tell one experimenter somehow got helicopter cause good pilot host call h nice know long one go think min fuel level good troll squad middle right think fuel level whole group bout go get lunch time done people safe,1,8.908201438848922,139.0,0.038135593220338986,0.040380047505938245,0.1,0.03536585365853658,0.04968345323741007,0.7468273381294963,0.18190647482014385,0.06589568345323742,0.920863309352518,0.33093525179856115,0.1079136690647482,0.2014388489208633,0.10071942446043165,0.050359712230215826,0.03597122302158273,0.050359712230215826,0.02158273381294964,0.07913669064748201,0.014388489208633094,0.0,0.03597122302158273,0.02877697841726619,0.0,0.0,0.02158273381294964,0.0,0.0,0.007194244604316547,0.014388489208633094,0.007194244604316547,0.0,0.0,0.007194244604316547,0.0,0.0
301,plan let thing burn see watch bottom coner building corner wa lying said cant win well depressing fun make burn pattern much building ha burned yet fire good ignore mass burned forest well today wish didnt come school min left almost done watch building starting point watch building north east stay forest middle waiting worst yep could sleep right think done good far spoke soon whole section gone middle forest still good saying fear dont say burn every one move middle sure whole screen black time last sec burn baby burn sarcasm wa serious think done good job task far go fire pretty much yep unless someone ha game change good spread across screen time take bottom left corner people game think truck helicopter alternative chosen task performance procedure dont think assigned vehicle watch section help thats good idea break map four section help something big break fire truck seem work better helicopter well mean two one fight fire run water one fire copter yes nan also faster truck many helicopter truck something big break send truck control two thing highlight know wa fiddling thing try cant get work highlight click drag highlight thing order helicopter move first nan awesome would useful last game obviously learning curve yeah hack nan minute left take section try come stuff ill set two thing middle ill stay top left forest bottom right bottom left top right begin working much better two nice double water move fast havent drag yet vehicle first like multiple icon sense whoever copter keep coming section thanks help going wherever fire think everyone everywhere much easier much vehicle thanks double yeah fun game get somebody multiple vehicle bottom left switching two got sure think one per person awesome game give min left well go half forest try keep left least building still safe almost done,1,8.936200716845878,124.0,0.031135531135531136,0.027180067950169876,0.08934707903780069,0.035509736540664374,0.04502419354838709,0.7956209677419356,0.15129032258064515,0.08590645161290324,1.0161290322580645,0.41935483870967744,0.11290322580645161,0.20967741935483872,0.12903225806451613,0.04838709677419355,0.06451612903225806,0.08064516129032258,0.04838709677419355,0.08870967741935484,0.04838709677419355,0.008064516129032258,0.0967741935483871,0.016129032258064516,0.0,0.0,0.03225806451612903,0.016129032258064516,0.0,0.0,0.008064516129032258,0.008064516129032258,0.0,0.0,0.008064516129032258,0.008064516129032258,0.0
428,hello home anyone home sup yes indeed left forest toast see dont see fire keep bottom right part guard tiny forest top also help big forest need rest ha already thought wa fire seriously got someone could burn popcorn something yep ha area bottom right got village top take section house left immediate forest beside well yep spread quick catch first start easier got one go team feel like old game probably seriously well bunch people need northern village like bad wa say got top left mean left survivor go left got maybe empty considering housing bubble burst economy dont like middle untouched hope top right little cluster circle go middle prime real estate got switched truck right click click one thanks hello ey whats u character professional success apparently right professional success didnt notice yes indeed profession success mean always task thought meant like success profession thats thought like bill gate ha professional success successfully task apparently comical way yes guess bout condition professional success guy comedian punctual daring must professional must successful professional clown say making lot money whatever successful lost conversation accidently extra unit look think think film jack flash yes epitome right suggestion improving success worked international bank saved intelligence found ultimate husband end setting goal working towards good interpersonal relationship still lost like trying eat five minute goal hate friend aint nowhere learning previous experience knowledge use better business good giving easily spawning massive army setting map getting watch min burning innocent citizen alive home suck ouch one ha urinate wonder read conversation sense fire like way vehicle right thanks contribution discussion talking lonely helicopter lonely town one te bottom suppose put fire yes burn whole thing zero f given help got wa taking care bottom left man want biscuit best one think instructor hot sit tow need saving wow ha nice accent town meant even backside saying town middle fire let burn world turn think u fire indeed feel helpless suck suck least point soon bet secretly experiment see stranger interact something fire yes h chat computer class wa goof one time guy wa flirting thought wa man thats good stuff day much better day come graduation think see user user sitting front row messing u let burn definitely messing u know cant see cause chat wa suppose end minute ago epic fire girl back probably observing got great wa rather pour salt snail hi proctor keep bottom right part guard tiny forest top also help big forest need rest ha already ha area bottom right got village top take section house left immediate forest beside got top left lonely town,1,9.130094466936571,180.0,0.06476683937823834,0.04854368932038835,0.12033898305084746,0.06129398410896708,0.06803157894736842,0.7451052631578948,0.1868578947368421,0.10454000000000004,0.95,0.5111111111111111,0.07222222222222222,0.22777777777777777,0.11666666666666667,0.05555555555555555,0.027777777777777776,0.03888888888888889,0.03888888888888889,0.12777777777777777,0.07222222222222222,0.0,0.11666666666666667,0.016666666666666666,0.0,0.011111111111111112,0.011111111111111112,0.011111111111111112,0.0,0.0,0.0,0.011111111111111112,0.005555555555555556,0.0,0.005555555555555556,0.0,0.0
315,see anything nope clear right think fuel level drop depending much move around start helicopter cover area farthest water move probably know raise health tower thing raise health see thing glow yea either health fuel oh thought water tower yea water maybe sure something stage lot bigger ill cover bottom right helicopter toward hen try stay close town top right suppose anyone got bottom left found fire bottom left top right got think put big fire little fire around go got forest fire fire top middle test big one first big one first work better take second fade k bottom left got easier scroll around sure thanks huge forest fire house fire left top way help fire house left got forest right center getting water little late game copter used gee north question well really ask question much think along effectively enough fire wa control far away think could organized time thought much strategy first time though broke fired fire yea pretty much fire everyone rushed differently wing truck need stay closer water tower chopper maybe time break map half one type vehicle work together per half got impression truck higher water capacity yes faster think key keyboard best way navigate agreed many u one think one person like time think try hold bottom left time vehicle well useful come aid yes two yeah sorry computer wa mean keep logging five minute try truck time use assigned vehicle use one given u long day need vacation agree strategy game start helicopter north truck south everyone share middle tossing idea get primary section group big one think one one truck north rest south share middle agreed ill north truck since ha strength weakness south bottom left truck take south right ill get top left truck guess make north good luck everyone dang directional key stopped working south right forest left got gone thanks center forest right gone near two one se truck ne nice extra vehicle scattered around map yea like forest catch fire building true mid se spreading house fire try put fire around edge keep spreading sure return position helping location think help response time think lot better time around true much mediocre alright center fire put edge frist lost copter huge central fire damn big one think house middle would make think forest make almost halfway fuel ditto se gone,1,9.295744680851064,141.0,0.06572769953051644,0.046706586826347304,0.08286252354048965,0.05110336817653891,0.06831205673758864,0.7879929078014183,0.13661702127659575,0.058490780141843994,1.127659574468085,0.5106382978723404,0.1276595744680851,0.15602836879432624,0.15602836879432624,0.09929078014184398,0.07801418439716312,0.09929078014184398,0.04964539007092199,0.18439716312056736,0.028368794326241134,0.0,0.06382978723404255,0.02127659574468085,0.0070921985815602835,0.0,0.04964539007092199,0.0070921985815602835,0.0,0.0070921985815602835,0.0,0.0,0.0,0.0,0.0070921985815602835,0.0,0.0
